version,move_id,move_name_gs_korean,bank_hex,bank_offset_hex,cpu_address_hex,file_offset_hex,record_length,description,next_count,raw_hex,record_raw_hex,undefined_code_count
KOREAN_GOLD,87,번개 ,0x6D,0x128F,0x528F,0x1B528F,49,적을 향해 번개를 떨어뜨린다<NEXT>마비를 시키기도 한다,1,07 cb 07 8b 7f 0a 82 0a 78 7f 04 f8 01 13 04 36 7f 03 83 06 ee 03 af 04 40 02 d9 59 04 46 05 61 04 36 7f 06 63 09 80 01 b2 03 15 7f 0a 71 02 d9,07 cb 07 8b 7f 0a 82 0a 78 7f 04 f8 01 13 04 36 7f 03 83 06 ee 03 af 04 40 02 d9 59 04 46 05 61 04 36 7f 06 63 09 80 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,88,돌떨구기,0x6D,0x12C0,0x52C0,0x1B52C0,33,작은 바위를 던져서<NEXT>적을 공격한다,1,07 ab 07 8a 7f 04 d9 07 77 04 36 7f 02 f8 07 de 05 dd 59 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9,07 ab 07 8a 7f 04 d9 07 77 04 36 7f 02 f8 07 de 05 dd 59 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9 50,0
KOREAN_GOLD,89,지진,0x6D,0x12E1,0x52E1,0x1B52E1,53,지면을 흔들어서 공격<NEXT>비행타입 이외에는 엄청난 데미지,1,08 26 04 89 07 8b 7f 0a e7 03 49 06 ee 05 dd 7f 01 68 01 3d 59 05 61 0a 80 09 88 07 a4 7f 07 9c 07 3c 07 01 02 c2 7f 06 f6 08 bb 02 3d 7f 03 05 04 cc 08 26,08 26 04 89 07 8b 7f 0a e7 03 49 06 ee 05 dd 7f 01 68 01 3d 59 05 61 0a 80 09 88 07 a4 7f 07 9c 07 3c 07 01 02 c2 7f 06 f6 08 bb 02 3d 7f 03 05 04 cc 08 26 50,0
KOREAN_GOLD,90,땅가르기,0x6D,0x1316,0x5316,0x1B5316,62,땅가르기를 일으켜 적을 빠뜨린다<NEXT>빠지면 전투불능이 되어 버린다,1,03 75 01 01 04 33 01 b2 04 36 7f 07 9f 07 88 09 31 7f 07 cb 07 8b 7f 05 6c 03 af 04 40 02 d9 59 05 6c 08 26 04 89 7f 07 cc 09 c5 05 32 02 c9 07 9c 7f 03 27 06 ee 7f 04 f6 04 40 02 d9,03 75 01 01 04 33 01 b2 04 36 7f 07 9f 07 88 09 31 7f 07 cb 07 8b 7f 05 6c 03 af 04 40 02 d9 59 05 6c 08 26 04 89 7f 07 cc 09 c5 05 32 02 c9 07 9c 7f 03 27 06 ee 7f 04 f6 04 40 02 d9 50,0
KOREAN_GOLD,91,구멍파기,0x6D,0x1354,0x5354,0x1B5354,52,1턴째에서 땅속에 파고들어<NEXT>다음 턴에서 적을 공격한다,1,f7 09 9f 08 40 07 01 05 dd 7f 03 75 06 03 07 01 7f 09 f4 01 4d 03 49 06 ee 59 02 d9 07 8d 7f 09 9f 07 01 05 dd 7f 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9,f7 09 9f 08 40 07 01 05 dd 7f 03 75 06 03 07 01 7f 09 f4 01 4d 03 49 06 ee 59 02 d9 07 8d 7f 09 9f 07 01 05 dd 7f 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9 50,0
KOREAN_GOLD,92,맹독,0x6D,0x1388,0x5388,0x1B5388,46,점점 데미지가 늘어가는 독을<NEXT>적에게 중독시킨다,1,07 d1 07 d1 7f 03 05 04 cc 08 26 01 01 7f 02 c3 06 ee 01 01 02 c2 7f 03 16 07 8b 59 07 cb 07 01 01 34 7f 08 0f 03 16 06 63 09 82 02 d9,07 d1 07 d1 7f 03 05 04 cc 08 26 01 01 7f 02 c3 06 ee 01 01 02 c2 7f 03 16 07 8b 59 07 cb 07 01 01 34 7f 08 0f 03 16 06 63 09 82 02 d9 50,0
KOREAN_GOLD,93,염동력,0x6D,0x13B6,0x53B6,0x1B53B6,44,초능력으로 공격<NEXT>적을 혼란에 빠뜨리기도 한다,1,08 ca 02 c9 03 f2 07 88 03 fe 7f 01 68 01 3d 59 07 cb 07 8b 7f 0a a5 03 c5 07 01 7f 05 6c 03 af 04 3e 01 b2 03 15 7f 0a 71 02 d9,08 ca 02 c9 03 f2 07 88 03 fe 7f 01 68 01 3d 59 07 cb 07 8b 7f 0a a5 03 c5 07 01 7f 05 6c 03 af 04 3e 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,94,사이코키네시스,0x6D,0x13E2,0x53E2,0x1B53E2,50,강한 염동력으로<NEXT>특수방어를 떨어뜨리게 하기도 한다,1,01 0d 0a 71 7f 07 10 03 1f 03 f2 07 88 03 fe 59 09 df 06 26 04 e6 06 ee 04 36 7f 03 83 06 ee 03 af 04 3e 01 34 7f 0a 6f 01 b2 03 15 7f 0a 71 02 d9,01 0d 0a 71 7f 07 10 03 1f 03 f2 07 88 03 fe 59 09 df 06 26 04 e6 06 ee 04 36 7f 03 83 06 ee 03 af 04 3e 01 34 7f 0a 6f 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,95,최면술,0x6D,0x1414,0x5414,0x1B5414,38,적에게 암시를 줘서<NEXT>깊은 잠에 빠뜨린다,1,07 cb 07 01 01 34 7f 06 cf 06 63 04 36 7f 08 10 05 dd 59 01 bd 07 8a 7f 07 b1 07 01 7f 05 6c 03 af 04 40 02 d9,07 cb 07 01 01 34 7f 06 cf 06 63 04 36 7f 08 10 05 dd 59 01 bd 07 8a 7f 07 b1 07 01 7f 05 6c 03 af 04 40 02 d9 50,0
KOREAN_GOLD,96,요가포즈,0x6D,0x143A,0x543A,0x1B543A,49,요가 포즈로 잠재된 힘을<NEXT>끌어내서 공격력을 높인다,1,07 44 01 01 7f 0a 27 08 1e 03 fe 7f 07 b1 07 b7 03 28 7f 0a fb 07 8b 59 02 28 06 ee 02 4b 05 dd 7f 01 68 01 3d 03 f2 07 8b 7f 02 94 07 9e 02 d9,07 44 01 01 7f 0a 27 08 1e 03 fe 7f 07 b1 07 b7 03 28 7f 0a fb 07 8b 59 02 28 06 ee 02 4b 05 dd 7f 01 68 01 3d 03 f2 07 8b 7f 02 94 07 9e 02 d9 50,0
KOREAN_GOLD,97,고속이동,0x6D,0x146B,0x546B,0x1B546B,47,힘을 빼서 몸을 가볍게하고<NEXT>스피드를 많이 높인다,1,0a fb 07 8b 7f 05 79 05 dd 7f 04 96 07 8b 7f 01 01 05 11 01 34 0a 6f 01 4d 59 06 4a 0a 67 03 45 04 36 7f 04 49 07 9c 7f 02 94 07 9e 02 d9,0a fb 07 8b 7f 05 79 05 dd 7f 04 96 07 8b 7f 01 01 05 11 01 34 0a 6f 01 4d 59 06 4a 0a 67 03 45 04 36 7f 04 49 07 9c 7f 02 94 07 9e 02 d9 50,0
KOREAN_GOLD,98,전광석화,0x6D,0x149A,0x549A,0x1B549A,46,엄청나게 빠른 속도로 움직여서<NEXT>선제공격을 한다,1,06 f6 08 bb 02 3a 01 34 7f 05 6c 04 35 7f 06 03 03 15 03 fe 7f 07 62 08 27 07 09 05 dd 59 05 e1 07 d6 01 68 01 3d 07 8b 7f 0a 71 02 d9,06 f6 08 bb 02 3a 01 34 7f 05 6c 04 35 7f 06 03 03 15 03 fe 7f 07 62 08 27 07 09 05 dd 59 05 e1 07 d6 01 68 01 3d 07 8b 7f 0a 71 02 d9 50,0
KOREAN_GOLD,99,분노,0x6D,0x14C8,0x54C8,0x1B54C8,43,공격받을 때마다 분노로<NEXT>공격력이 높아져간다,1,01 68 01 3d 04 de 07 8b 7f 03 77 04 46 02 d9 7f 05 30 02 8b 03 fe 59 01 68 01 3d 03 f2 07 9c 7f 02 94 06 c6 07 de 01 03 02 d9,01 68 01 3d 04 de 07 8b 7f 03 77 04 46 02 d9 7f 05 30 02 8b 03 fe 59 01 68 01 3d 03 f2 07 9c 7f 02 94 06 c6 07 de 01 03 02 d9 50,0
KOREAN_GOLD,100,순간이동,0x6D,0x14F3,0x54F3,0x1B54F3,36,초능력을 사용하여<NEXT>전투에서 탈출한다,1,08 ca 02 c9 03 f2 07 8b 7f 05 b7 07 4b 0a 6f 07 09 59 07 cc 09 c5 07 01 05 dd 7f 09 8b 08 e2 0a 71 02 d9,08 ca 02 c9 03 f2 07 8b 7f 05 b7 07 4b 0a 6f 07 09 59 07 cc 09 c5 07 01 05 dd 7f 09 8b 08 e2 0a 71 02 d9 50,0
KOREAN_GOLD,101,나이트헤드,0x6D,0x1517,0x5517,0x1B5517,57,적에게 무서운 환상을 보여주어서<NEXT>레벨분의 데미지를 입힌다,1,07 cb 07 01 01 34 7f 04 ab 05 dd 07 4e 7f 0a af 05 c3 07 8b 7f 05 18 07 09 08 06 06 ee 05 dd 59 03 e9 05 07 05 30 07 97 7f 03 05 04 cc 08 26 04 36 7f 07 a4 0a f9 02 d9,07 cb 07 01 01 34 7f 04 ab 05 dd 07 4e 7f 0a af 05 c3 07 8b 7f 05 18 07 09 08 06 06 ee 05 dd 59 03 e9 05 07 05 30 07 97 7f 03 05 04 cc 08 26 04 36 7f 07 a4 0a f9 02 d9 50,0
KOREAN_GOLD,102,흉내내기,0x6D,0x1550,0x5550,0x1B5550,49,적이 사용한 기술이<NEXT>그때만큼만 자신의 기술이 된다,1,07 cb 07 9c 7f 05 b7 07 4b 0a 71 7f 01 b2 06 2a 07 9c 59 01 a7 03 77 04 48 09 7d 04 48 7f 07 aa 06 65 07 97 7f 01 b2 06 2a 07 9c 7f 03 28 02 d9,07 cb 07 9c 7f 05 b7 07 4b 0a 71 7f 01 b2 06 2a 07 9c 59 01 a7 03 77 04 48 09 7d 04 48 7f 07 aa 06 65 07 97 7f 01 b2 06 2a 07 9c 7f 03 28 02 d9 50,0
KOREAN_GOLD,103,싫은소리,0x6D,0x1581,0x5581,0x1B5581,52,듣기싫은 소리를 내서 적의<NEXT>방어를 많이 낮추게 만든다,1,03 48 01 b2 06 68 07 8a 7f 06 02 04 3e 04 36 7f 02 4b 05 dd 7f 07 cb 07 97 59 04 e6 06 ee 04 36 7f 04 49 07 9c 7f 02 47 08 df 01 34 7f 04 48 03 47 02 d9,03 48 01 b2 06 68 07 8a 7f 06 02 04 3e 04 36 7f 02 4b 05 dd 7f 07 cb 07 97 59 04 e6 06 ee 04 36 7f 04 49 07 9c 7f 02 47 08 df 01 34 7f 04 48 03 47 02 d9 50,0
KOREAN_GOLD,104,그림자 분신,0x6D,0x15B5,0x55B5,0x1B55B5,46,분신으로 적을 혼란에 빠트려서<NEXT>회피율을 높인다,1,05 30 06 65 07 88 03 fe 7f 07 cb 07 8b 7f 0a a5 03 c5 07 01 7f 05 6c 09 de 03 f1 05 dd 59 0a b8 0a 67 07 82 07 8b 7f 02 94 07 9e 02 d9,05 30 06 65 07 88 03 fe 7f 07 cb 07 8b 7f 0a a5 03 c5 07 01 7f 05 6c 09 de 03 f1 05 dd 59 0a b8 0a 67 07 82 07 8b 7f 02 94 07 9e 02 d9 50,0
KOREAN_GOLD,105,HP 회복,0x6D,0x15E3,0x55E3,0x1B55E3,37,상처입은 몸을 체력의<NEXT>반정도 회복한다,1,05 c3 08 b3 07 a4 07 8a 7f 04 96 07 8b 7f 08 bc 03 f2 07 97 59 04 dd 07 d4 03 15 7f 0a b8 05 19 0a 71 02 d9,05 c3 08 b3 07 a4 07 8a 7f 04 96 07 8b 7f 08 bc 03 f2 07 97 59 04 dd 07 d4 03 15 7f 0a b8 05 19 0a 71 02 d9 50,0
KOREAN_GOLD,106,단단해지기,0x6D,0x1608,0x5608,0x1B5608,56,전신에 힘을 모아 몸을 딱딱하게<NEXT>만들어서 방어력을 높인다,1,07 cc 06 65 07 01 7f 0a fb 07 8b 7f 04 90 06 c6 7f 04 96 07 8b 7f 03 6c 03 6c 0a 6f 01 34 59 04 48 03 49 06 ee 05 dd 7f 04 e6 06 ee 03 f2 07 8b 7f 02 94 07 9e 02 d9,07 cc 06 65 07 01 7f 0a fb 07 8b 7f 04 90 06 c6 7f 04 96 07 8b 7f 03 6c 03 6c 0a 6f 01 34 59 04 48 03 49 06 ee 05 dd 7f 04 e6 06 ee 03 f2 07 8b 7f 02 94 07 9e 02 d9 50,0
KOREAN_GOLD,107,작아지기,0x6D,0x1640,0x5640,0x1B5640,38,몸을 줄여서 작게 되어<NEXT>회피율을 높인다,1,04 96 07 8b 7f 08 09 07 09 05 dd 7f 07 ab 01 34 7f 03 27 06 ee 59 0a b8 0a 67 07 82 07 8b 7f 02 94 07 9e 02 d9,04 96 07 8b 7f 08 09 07 09 05 dd 7f 07 ab 01 34 7f 03 27 06 ee 59 0a b8 0a 67 07 82 07 8b 7f 02 94 07 9e 02 d9 50,0
KOREAN_GOLD,108,연막,0x6D,0x1666,0x5666,0x1B5666,47,연기나 먹 등으로 적의<NEXT>명중률을 떨어뜨리게 한다,1,07 0c 01 b2 02 3a 7f 04 74 7f 03 4e 07 88 03 fe 7f 07 cb 07 97 59 04 8d 08 0f 04 2c 07 8b 7f 03 83 06 ee 03 af 04 3e 01 34 7f 0a 71 02 d9,07 0c 01 b2 02 3a 7f 04 74 7f 03 4e 07 88 03 fe 7f 07 cb 07 97 59 04 8d 08 0f 04 2c 07 8b 7f 03 83 06 ee 03 af 04 3e 01 34 7f 0a 71 02 d9 50,0
KOREAN_GOLD,109,이상한빛,0x6D,0x1695,0x5695,0x1B5695,44,이상한 빛으로 적을<NEXT>홀려서 곤란상태로 만든다,1,07 9c 05 c3 0a 71 7f 05 6b 07 88 03 fe 7f 07 cb 07 8b 59 0a a6 03 f1 05 dd 7f 01 4f 03 c5 05 c3 09 92 03 fe 7f 04 48 03 47 02 d9,07 9c 05 c3 0a 71 7f 05 6b 07 88 03 fe 7f 07 cb 07 8b 59 0a a6 03 f1 05 dd 7f 01 4f 03 c5 05 c3 09 92 03 fe 7f 04 48 03 47 02 d9 50,0
KOREAN_GOLD,110,껍질에숨기,0x6D,0x16C1,0x56C1,0x1B56C1,37,단단한 껍질에 숨어서<NEXT>방어력을 높인다,1,02 dc 02 dc 0a 71 7f 01 de 08 2a 07 01 7f 06 2b 06 ee 05 dd 59 04 e6 06 ee 03 f2 07 8b 7f 02 94 07 9e 02 d9,02 dc 02 dc 0a 71 7f 01 de 08 2a 07 01 7f 06 2b 06 ee 05 dd 59 04 e6 06 ee 03 f2 07 8b 7f 02 94 07 9e 02 d9 50,0
KOREAN_GOLD,111,웅크리기,0x6D,0x16E6,0x56E6,0x1B56E6,44,몸을 웅크려서 급소를<NEXT>감추고 방어력을 높인다,1,04 96 07 8b 7f 07 65 09 79 03 f1 05 dd 7f 01 ae 06 02 04 36 59 01 08 08 df 01 4d 7f 04 e6 06 ee 03 f2 07 8b 7f 02 94 07 9e 02 d9,04 96 07 8b 7f 07 65 09 79 03 f1 05 dd 7f 01 ae 06 02 04 36 59 01 08 08 df 01 4d 7f 04 e6 06 ee 03 f2 07 8b 7f 02 94 07 9e 02 d9 50,0
KOREAN_GOLD,112,배리어,0x6D,0x1712,0x5712,0x1B5712,41,눈 앞에 벽을 만들어서<NEXT>방어력을 팍 올린다,1,02 ab 7f 06 d5 07 01 7f 05 0e 07 8b 7f 04 48 03 49 06 ee 05 dd 59 04 e6 06 ee 03 f2 07 8b 7f 09 f5 7f 07 23 04 40 02 d9,02 ab 7f 06 d5 07 01 7f 05 0e 07 8b 7f 04 48 03 49 06 ee 05 dd 59 04 e6 06 ee 03 f2 07 8b 7f 09 f5 7f 07 23 04 40 02 d9 50,0
KOREAN_GOLD,113,빛의 장막,0x6D,0x173B,0x573B,0x1B573B,54,빛의 장막을 만들어 특수<NEXT>공격의 데미지를 약하게 만든다,1,05 6b 07 97 7f 07 b5 04 47 07 8b 7f 04 48 03 49 06 ee 7f 09 df 06 26 59 01 68 01 3d 07 97 7f 03 05 04 cc 08 26 04 36 7f 06 e0 0a 6f 01 34 7f 04 48 03 47 02 d9,05 6b 07 97 7f 07 b5 04 47 07 8b 7f 04 48 03 49 06 ee 7f 09 df 06 26 59 01 68 01 3d 07 97 7f 03 05 04 cc 08 26 04 36 7f 06 e0 0a 6f 01 34 7f 04 48 03 47 02 d9 50,0
KOREAN_GOLD,114,흑안개,0x6D,0x1771,0x5771,0x1B5771,51,검은 안개에 싸여서 능력의<NEXT>이상을 원상태로 회복한다,1,01 2b 07 8a 7f 06 c8 01 13 07 01 7f 06 6e 07 09 05 dd 7f 02 c9 03 f2 07 97 59 07 9c 05 c3 07 8b 7f 07 68 05 c3 09 92 03 fe 7f 0a b8 05 19 0a 71 02 d9,01 2b 07 8a 7f 06 c8 01 13 07 01 7f 06 6e 07 09 05 dd 7f 02 c9 03 f2 07 97 59 07 9c 05 c3 07 8b 7f 07 68 05 c3 09 92 03 fe 7f 0a b8 05 19 0a 71 02 d9 50,0
KOREAN_GOLD,115,리플렉터,0x6D,0x17A4,0x57A4,0x1B57A4,56,빛의 장막을 만들어 물리적<NEXT>공격의 데미지를 약하게 만든다,1,05 6b 07 97 7f 07 b5 04 47 07 8b 7f 04 48 03 49 06 ee 7f 04 b0 04 3e 07 cb 59 01 68 01 3d 07 97 7f 03 05 04 cc 08 26 04 36 7f 06 e0 0a 6f 01 34 7f 04 48 03 47 02 d9,05 6b 07 97 7f 07 b5 04 47 07 8b 7f 04 48 03 49 06 ee 7f 04 b0 04 3e 07 cb 59 01 68 01 3d 07 97 7f 03 05 04 cc 08 26 04 36 7f 06 e0 0a 6f 01 34 7f 04 48 03 47 02 d9 50,0
KOREAN_GOLD,116,기충전,0x6D,0x17DC,0x57DC,0x1B57DC,49,공격에 기합을 실어서<NEXT>급소에 잘 명중하도록 만든다,1,01 68 01 3d 07 01 7f 01 b2 0a 75 07 8b 7f 06 67 06 ee 05 dd 59 01 ae 06 02 07 01 7f 07 af 7f 04 8d 08 0f 0a 6f 03 15 03 ff 7f 04 48 03 47 02 d9,01 68 01 3d 07 01 7f 01 b2 0a 75 07 8b 7f 06 67 06 ee 05 dd 59 01 ae 06 02 07 01 7f 07 af 7f 04 8d 08 0f 0a 6f 03 15 03 ff 7f 04 48 03 47 02 d9 50,0
KOREAN_GOLD,117,참기,0x6D,0x180D,0x580D,0x1B580D,58,2-3턴 공격을 참고 견뎌서<NEXT>받은 데미지를 배로해서 돌려준다,1,f8 0b 68 f9 09 9f 7f 01 68 01 3d 07 8b 7f 08 9c 01 4d 7f 01 3f 03 0e 05 dd 59 04 de 07 8a 7f 03 05 04 cc 08 26 04 36 7f 04 e8 03 fe 0a 78 05 dd 7f 03 19 03 f1 08 08 02 d9,f8 0b 68 f9 09 9f 7f 01 68 01 3d 07 8b 7f 08 9c 01 4d 7f 01 3f 03 0e 05 dd 59 04 de 07 8a 7f 03 05 04 cc 08 26 04 36 7f 04 e8 03 fe 0a 78 05 dd 7f 03 19 03 f1 08 08 02 d9 50,0
KOREAN_GOLD,118,손가락흔들기,0x6D,0x1847,0x5847,0x1B5847,62,손가락을 흔들어서 뇌를 자극시켜<NEXT>여러 기술을 랜덤으로 끌어낸다,1,06 05 01 01 03 c4 07 8b 7f 0a e7 03 49 06 ee 05 dd 7f 02 9a 04 36 7f 07 aa 01 a8 06 63 09 31 59 07 09 03 df 7f 01 b2 06 2a 07 8b 7f 03 d3 02 fd 07 88 03 fe 7f 02 28 06 ee 02 4d 02 d9,06 05 01 01 03 c4 07 8b 7f 0a e7 03 49 06 ee 05 dd 7f 02 9a 04 36 7f 07 aa 01 a8 06 63 09 31 59 07 09 03 df 7f 01 b2 06 2a 07 8b 7f 03 d3 02 fd 07 88 03 fe 7f 02 28 06 ee 02 4d 02 d9 50,0
KOREAN_GOLD,119,따라하기,0x6D,0x1885,0x5885,0x1B5885,47,적의 기술을 흉내내서<NEXT>같은 기술로 적을 공격한다,1,07 cb 07 97 7f 01 b2 06 2a 07 8b 7f 0a e4 02 4b 02 4b 05 dd 59 01 10 07 8a 7f 01 b2 06 2a 03 fe 7f 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9,07 cb 07 97 7f 01 b2 06 2a 07 8b 7f 0a e4 02 4b 02 4b 05 dd 59 01 10 07 8a 7f 01 b2 06 2a 03 fe 7f 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9 50,0
KOREAN_GOLD,120,자폭,0x6D,0x18B4,0x58B4,0x1B58B4,60,적에게 많은 데미지를 주지만<NEXT>사용하면 전투불능이 되어 버린다,1,07 cb 07 01 01 34 7f 04 49 07 8a 7f 03 05 04 cc 08 26 04 36 7f 08 06 08 26 04 48 59 05 b7 07 4b 0a 6f 04 89 7f 07 cc 09 c5 05 32 02 c9 07 9c 7f 03 27 06 ee 7f 04 f6 04 40 02 d9,07 cb 07 01 01 34 7f 04 49 07 8a 7f 03 05 04 cc 08 26 04 36 7f 08 06 08 26 04 48 59 05 b7 07 4b 0a 6f 04 89 7f 07 cc 09 c5 05 32 02 c9 07 9c 7f 03 27 06 ee 7f 04 f6 04 40 02 d9 50,0
KOREAN_GOLD,121,알폭탄,0x6D,0x18F0,0x58F0,0x1B58F0,31,알을 힘껏 던져서<NEXT>적을 공격한다,1,06 cb 07 8b 7f 0a fb 01 df 7f 02 f8 07 de 05 dd 59 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9,06 cb 07 8b 7f 0a fb 01 df 7f 02 f8 07 de 05 dd 59 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9 50,0
KOREAN_GOLD,122,핥기,0x6D,0x190F,0x590F,0x1B590F,47,긴 혀로 핥아서 공격한다<NEXT>적을 마비시키기도 한다,1,01 b4 7f 0a 94 03 fe 7f 0a 73 06 c6 05 dd 7f 01 68 01 3d 0a 71 02 d9 59 07 cb 07 8b 7f 04 46 05 61 06 63 09 80 01 b2 03 15 7f 0a 71 02 d9,01 b4 7f 0a 94 03 fe 7f 0a 73 06 c6 05 dd 7f 01 68 01 3d 0a 71 02 d9 59 07 cb 07 8b 7f 04 46 05 61 06 63 09 80 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,123,스모그,0x6D,0x193E,0x593E,0x1B593E,51,배기가스를 뿜어서 공격<NEXT>적에게 중독을 시키기도 한다,1,04 e8 01 b2 01 01 06 4a 04 36 7f 05 a5 06 ee 05 dd 7f 01 68 01 3d 59 07 cb 07 01 01 34 7f 08 0f 03 16 07 8b 7f 06 63 09 80 01 b2 03 15 7f 0a 71 02 d9,04 e8 01 b2 01 01 06 4a 04 36 7f 05 a5 06 ee 05 dd 7f 01 68 01 3d 59 07 cb 07 01 01 34 7f 08 0f 03 16 07 8b 7f 06 63 09 80 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,124,오물공격,0x6D,0x1971,0x5971,0x1B5971,46,오물을 던져서 공격한다<NEXT>적을 중독시키기도 한다,1,07 20 04 b0 07 8b 7f 02 f8 07 de 05 dd 7f 01 68 01 3d 0a 71 02 d9 59 07 cb 07 8b 7f 08 0f 03 16 06 63 09 80 01 b2 03 15 7f 0a 71 02 d9,07 20 04 b0 07 8b 7f 02 f8 07 de 05 dd 7f 01 68 01 3d 0a 71 02 d9 59 07 cb 07 8b 7f 08 0f 03 16 06 63 09 80 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,125,뼈다귀치기,0x6D,0x199F,0x599F,0x1B599F,51,손에 쥔 뼈다귀로 적을 공격<NEXT>적의 기세를 꺾기도 한다,1,06 05 07 01 7f 08 15 7f 05 90 02 d9 01 9d 03 fe 7f 07 cb 07 8b 7f 01 68 01 3d 59 07 cb 07 97 7f 01 b2 05 ec 04 36 7f 01 da 01 b2 03 15 7f 0a 71 02 d9,06 05 07 01 7f 08 15 7f 05 90 02 d9 01 9d 03 fe 7f 07 cb 07 8b 7f 01 68 01 3d 59 07 cb 07 97 7f 01 b2 05 ec 04 36 7f 01 da 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,126,불대문자,0x6D,0x19D2,0x59D2,0x1B59D2,59,큰 대자가 모든 것을 태워버린다<NEXT>적에게 화상을 입히기도 한다,1,09 7b 7f 02 eb 07 aa 01 01 7f 04 90 03 47 7f 01 2d 07 8b 7f 09 92 07 66 04 f6 04 40 02 d9 59 07 cb 07 01 01 34 7f 0a ad 05 c3 07 8b 7f 07 a4 0a f7 01 b2 03 15 7f 0a 71 02 d9,09 7b 7f 02 eb 07 aa 01 01 7f 04 90 03 47 7f 01 2d 07 8b 7f 09 92 07 66 04 f6 04 40 02 d9 59 07 cb 07 01 01 34 7f 0a ad 05 c3 07 8b 7f 07 a4 0a f7 01 b2 03 15 7f 0a 71 02 d9 50,0
KOREAN_GOLD,127,폭포오르기,0x6D,0x1A0D,0x5A0D,0x1B5A0D,51,폭포를 거슬러 오르는 듯한<NEXT>기백으로 적에게 돌진한다,1,0a 28 0a 27 04 36 7f 01 25 06 4d 03 df 7f 07 20 04 33 02 c2 7f 03 4d 0a 71 59 01 b2 04 e9 07 88 03 fe 7f 07 cb 07 01 01 34 7f 03 19 08 28 0a 71 02 d9,0a 28 0a 27 04 36 7f 01 25 06 4d 03 df 7f 07 20 04 33 02 c2 7f 03 4d 0a 71 59 01 b2 04 e9 07 88 03 fe 7f 07 cb 07 01 01 34 7f 03 19 08 28 0a 71 02 d9 50,0
KOREAN_GOLD,128,껍질끼우기,0x6D,0x1A40,0x5A40,0x1B5A40,38,2-5턴 동안에 적을<NEXT>껍질로 찝어 버린다,1,f8 0b 68 fb 09 9f 7f 03 1f 06 c8 07 01 7f 07 cb 07 8b 59 01 de 08 2a 03 fe 7f 08 93 06 ee 7f 04 f6 04 40 02 d9,f8 0b 68 fb 09 9f 7f 03 1f 06 c8 07 01 7f 07 cb 07 8b 59 01 de 08 2a 03 fe 7f 08 93 06 ee 7f 04 f6 04 40 02 d9 50,0
KOREAN_GOLD,129,스피드스타,0x6D,0x1A66,0x5A66,0x1B5A66,51,절대 피할 수 없는 별 모양의<NEXT>광선을 무수히 발사한다,1,07 cd 02 eb 7f 0a 67 0a 72 7f 06 26 7f 06 f8 02 c2 7f 05 10 7f 04 90 06 e7 07 97 59 01 74 05 e1 07 8b 7f 04 ab 06 26 0a f7 7f 04 df 05 b7 0a 71 02 d9,07 cd 02 eb 7f 0a 67 0a 72 7f 06 26 7f 06 f8 02 c2 7f 05 10 7f 04 90 06 e7 07 97 59 01 74 05 e1 07 8b 7f 04 ab 06 26 0a f7 7f 04 df 05 b7 0a 71 02 d9 50,0
KOREAN_GOLD,130,로케트박치기,0x6D,0x1A99,0x5A99,0x1B5A99,52,1턴째에서 머리를 집어넣고<NEXT>다음 턴에서 적을 공격한다,1,f7 09 9f 08 40 07 01 05 dd 7f 04 73 04 3e 04 36 7f 08 2d 06 ee 02 76 01 4d 59 02 d9 07 8d 7f 09 9f 07 01 05 dd 7f 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9,f7 09 9f 08 40 07 01 05 dd 7f 04 73 04 3e 04 36 7f 08 2d 06 ee 02 76 01 4d 59 02 d9 07 8d 7f 09 9f 07 01 05 dd 7f 07 cb 07 8b 7f 01 68 01 3d 0a 71 02 d9 50,0
KOREAN_GOLD,131,가시대포,0x6D,0x1ACD,0x5ACD,0x1B5ACD,53,날카로운 바늘을 적에게 발사해서<NEXT>2-5회 연속으로 공격,1,02 3f 09 0b 03 fe 07 4e 7f 04 d9 02 c3 07 8b 7f 07 cb 07 01 01 34 7f 04 df 05 b7 0a 78 05 dd 59 f8 0b 68 fb 0a b8 7f 07 0c 06 03 07 88 03 fe 7f 01 68 01 3d,02 3f 09 0b 03 fe 07 4e 7f 04 d9 02 c3 07 8b 7f 07 cb 07 01 01 34 7f 04 df 05 b7 0a 78 05 dd 59 f8 0b 68 fb 0a b8 7f 07 0c 06 03 07 88 03 fe 7f 01 68 01 3d 50,0
