move_id,original_gs_korean,latest_korean,final_korean,name_changed,change_category,verification_status,source_agreement,pkhex_source,pkhex_commit,pokeapi_source,pokeapi_commit,source_accessed_date,original_encoded_length_bytes,latest_encoded_length_bytes,record_byte_delta_with_terminator,latest_encoded_hex,bank_hex,cpu_address_hex,file_offset_hex,original_raw_hex,original_gs_korean_description,description_cpu_address_hex,description_next_count
82,용의분노,용의분노,용의분노,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,07 4b 07 97 05 30 02 8b,0x6C,0x58FF,0x1B18FF,07 4b 07 97 05 30 02 8b,충격파로 적을 공격<NEXT>40으로 정해진 데미지를 입힌다,0x51A1,1
83,회오리불꽃,회오리불꽃,회오리불꽃,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,0a b8 07 20 04 3e 05 32 01 f9,0x6C,0x5908,0x1B1908,0a b8 07 20 04 3e 05 32 01 f9,2-5턴 동안에 적을<NEXT>화염 중심에 가두어 버린다,0x51D2,1
84,전기쇼크,전기쇼크,전기쇼크,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,07 cc 01 b2 06 1e 09 79,0x6C,0x5913,0x1B1913,07 cc 01 b2 06 1e 09 79,전기를 발산해서 공격<NEXT>적을 마비시키기도 한다,0x51FF,1
85,10만볼트,10만볼트,10만볼트,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,f7 f6 04 48 05 1c 09 de,0x6C,0x591C,0x1B191C,f7 f6 04 48 05 1c 09 de,강력한 전기를 발산해서 공격<NEXT>적을 마비시키기도 한다,0x522B,1
86,전기자석파,전기자석파,전기자석파,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,07 cc 01 b2 07 aa 05 de 09 f4,0x6C,0x5925,0x1B1925,07 cc 01 b2 07 aa 05 de 09 f4,약한 전기를 발산해서 적에게<NEXT>부딛쳐 마비를 시킨다,0x525E,1
87,번개 ,번개,번개,True,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,5,4,-1,04 f8 01 13,0x6C,0x5930,0x1B1930,04 f8 01 13 7f,적을 향해 번개를 떨어뜨린다<NEXT>마비를 시키기도 한다,0x528F,1
88,돌떨구기,돌떨구기,돌떨구기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,03 19 03 83 01 88 01 b2,0x6C,0x5936,0x1B1936,03 19 03 83 01 88 01 b2,작은 바위를 던져서<NEXT>적을 공격한다,0x52C0,1
89,지진,지진,지진,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,4,4,0,08 26 08 28,0x6C,0x593F,0x1B193F,08 26 08 28,지면을 흔들어서 공격<NEXT>비행타입 이외에는 엄청난 데미지,0x52E1,1
90,땅가르기,땅가르기,땅가르기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,03 75 01 01 04 33 01 b2,0x6C,0x5944,0x1B1944,03 75 01 01 04 33 01 b2,땅가르기를 일으켜 적을 빠뜨린다<NEXT>빠지면 전투불능이 되어 버린다,0x5316,1
91,구멍파기,구멍파기,구멍파기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,01 88 04 7b 09 f4 01 b2,0x6C,0x594D,0x1B194D,01 88 04 7b 09 f4 01 b2,1턴째에서 땅속에 파고들어<NEXT>다음 턴에서 적을 공격한다,0x5354,1
92,맹독,맹독,맹독,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,4,4,0,04 6d 03 16,0x6C,0x5956,0x1B1956,04 6d 03 16,점점 데미지가 늘어가는 독을<NEXT>적에게 중독시킨다,0x5388,1
93,염동력,염동력,염동력,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,07 10 03 1f 03 f2,0x6C,0x595B,0x1B195B,07 10 03 1f 03 f2,초능력으로 공격<NEXT>적을 혼란에 빠뜨리기도 한다,0x53B6,1
94,사이코키네시스,사이코키네시스,사이코키네시스,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,14,14,0,05 b7 07 9c 09 3a 09 80 02 77 06 63 06 4a,0x6C,0x5962,0x1B1962,05 b7 07 9c 09 3a 09 80 02 77 06 63 06 4a,강한 염동력으로<NEXT>특수방어를 떨어뜨리게 하기도 한다,0x53E2,1
95,최면술,최면술,최면술,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,08 d6 04 89 06 2a,0x6C,0x5971,0x1B1971,08 d6 04 89 06 2a,적에게 암시를 줘서<NEXT>깊은 잠에 빠뜨린다,0x5414,1
96,요가포즈,요가포즈,요가포즈,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,07 44 01 01 0a 27 08 1e,0x6C,0x5978,0x1B1978,07 44 01 01 0a 27 08 1e,요가 포즈로 잠재된 힘을<NEXT>끌어내서 공격력을 높인다,0x543A,1
97,고속이동,고속이동,고속이동,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,01 4d 06 03 07 9c 03 1f,0x6C,0x5981,0x1B1981,01 4d 06 03 07 9c 03 1f,힘을 빼서 몸을 가볍게하고<NEXT>스피드를 많이 높인다,0x546B,1
98,전광석화,전광석화,전광석화,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,07 cc 01 74 05 de 0a ad,0x6C,0x598A,0x1B198A,07 cc 01 74 05 de 0a ad,엄청나게 빠른 속도로 움직여서<NEXT>선제공격을 한다,0x549A,1
99,분노,분노,분노,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,4,4,0,05 30 02 8b,0x6C,0x5993,0x1B1993,05 30 02 8b,공격받을 때마다 분노로<NEXT>공격력이 높아져간다,0x54C8,1
100,순간이동,순간이동,순간이동,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,06 28 01 03 07 9c 03 1f,0x6C,0x5998,0x1B1998,06 28 01 03 07 9c 03 1f,초능력을 사용하여<NEXT>전투에서 탈출한다,0x54F3,1
101,나이트헤드,나이트헤드,나이트헤드,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,02 3a 07 9c 09 de 0a 8c 03 45,0x6C,0x59A1,0x1B19A1,02 3a 07 9c 09 de 0a 8c 03 45,적에게 무서운 환상을 보여주어서<NEXT>레벨분의 데미지를 입힌다,0x5517,1
102,흉내내기,흉내내기,흉내내기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,0a e4 02 4b 02 4b 01 b2,0x6C,0x59AC,0x1B19AC,0a e4 02 4b 02 4b 01 b2,적이 사용한 기술이<NEXT>그때만큼만 자신의 기술이 된다,0x5550,1
103,싫은소리,싫은소리,싫은소리,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,06 68 07 8a 06 02 04 3e,0x6C,0x59B5,0x1B19B5,06 68 07 8a 06 02 04 3e,듣기싫은 소리를 내서 적의<NEXT>방어를 많이 낮추게 만든다,0x5581,1
104,그림자 분신,그림자분신,그림자분신,True,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,11,10,-1,01 a7 04 42 07 aa 05 30 06 65,0x6C,0x59BE,0x1B19BE,01 a7 04 42 07 aa 7f 05 30 06 65,분신으로 적을 혼란에 빠트려서<NEXT>회피율을 높인다,0x55B5,1
105,HP 회복,HP회복,HP회복,True,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,7,6,-1,87 8f 0a b8 05 19,0x6C,0x59CA,0x1B19CA,87 8f 7f 0a b8 05 19,상처입은 몸을 체력의<NEXT>반정도 회복한다,0x55E3,1
106,단단해지기,단단해지기,단단해지기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,02 dc 02 dc 0a 78 08 26 01 b2,0x6C,0x59D2,0x1B19D2,02 dc 02 dc 0a 78 08 26 01 b2,전신에 힘을 모아 몸을 딱딱하게<NEXT>만들어서 방어력을 높인다,0x5608,1
107,작아지기,작아지기,작아지기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,07 ab 06 c6 08 26 01 b2,0x6C,0x59DD,0x1B19DD,07 ab 06 c6 08 26 01 b2,몸을 줄여서 작게 되어<NEXT>회피율을 높인다,0x5640,1
108,연막,연막,연막,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,4,4,0,07 0c 04 47,0x6C,0x59E6,0x1B19E6,07 0c 04 47,연기나 먹 등으로 적의<NEXT>명중률을 떨어뜨리게 한다,0x5666,1
109,이상한빛,이상한빛,이상한빛,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,07 9c 05 c3 0a 71 05 6b,0x6C,0x59EB,0x1B19EB,07 9c 05 c3 0a 71 05 6b,이상한 빛으로 적을<NEXT>홀려서 곤란상태로 만든다,0x5695,1
110,껍질에숨기,껍질에숨기,껍질에숨기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,01 de 08 2a 07 01 06 2b 01 b2,0x6C,0x59F4,0x1B19F4,01 de 08 2a 07 01 06 2b 01 b2,단단한 껍질에 숨어서<NEXT>방어력을 높인다,0x56C1,1
111,웅크리기,웅크리기,웅크리기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,07 65 09 79 04 3e 01 b2,0x6C,0x59FF,0x1B19FF,07 65 09 79 04 3e 01 b2,몸을 웅크려서 급소를<NEXT>감추고 방어력을 높인다,0x56E6,1
112,배리어,배리어,배리어,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,04 e8 04 3e 06 ee,0x6C,0x5A08,0x1B1A08,04 e8 04 3e 06 ee,눈 앞에 벽을 만들어서<NEXT>방어력을 팍 올린다,0x5712,1
113,빛의 장막,빛의장막,빛의장막,True,SPACING_NORMALIZATION,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,9,8,-1,05 6b 07 97 07 b5 04 47,0x6C,0x5A0F,0x1B1A0F,05 6b 07 97 7f 07 b5 04 47,빛의 장막을 만들어 특수<NEXT>공격의 데미지를 약하게 만든다,0x573B,1
114,흑안개,흑안개,흑안개,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,0a e6 06 c8 01 13,0x6C,0x5A19,0x1B1A19,0a e6 06 c8 01 13,검은 안개에 싸여서 능력의<NEXT>이상을 원상태로 회복한다,0x5771,1
115,리플렉터,리플렉터,리플렉터,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,04 3e 0a 63 03 ea 09 9d,0x6C,0x5A20,0x1B1A20,04 3e 0a 63 03 ea 09 9d,빛의 장막을 만들어 물리적<NEXT>공격의 데미지를 약하게 만든다,0x57A4,1
116,기충전,기충전,기충전,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,01 b2 08 e6 07 cc,0x6C,0x5A29,0x1B1A29,01 b2 08 e6 07 cc,공격에 기합을 실어서<NEXT>급소에 잘 명중하도록 만든다,0x57DC,1
117,참기,참기,참기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,4,4,0,08 9c 01 b2,0x6C,0x5A30,0x1B1A30,08 9c 01 b2,2-3턴 공격을 참고 견뎌서<NEXT>받은 데미지를 배로해서 돌려준다,0x580D,1
118,손가락흔들기,손가락흔들기,손가락흔들기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,12,12,0,06 05 01 01 03 c4 0a e7 03 49 01 b2,0x6C,0x5A35,0x1B1A35,06 05 01 01 03 c4 0a e7 03 49 01 b2,손가락을 흔들어서 뇌를 자극시켜<NEXT>여러 기술을 랜덤으로 끌어낸다,0x5847,1
119,따라하기,따라하기,따라하기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,03 6b 03 c3 0a 6f 01 b2,0x6C,0x5A42,0x1B1A42,03 6b 03 c3 0a 6f 01 b2,적의 기술을 흉내내서<NEXT>같은 기술로 적을 공격한다,0x5885,1
120,자폭,자폭,자폭,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,4,4,0,07 aa 0a 28,0x6C,0x5A4B,0x1B1A4B,07 aa 0a 28,적에게 많은 데미지를 주지만<NEXT>사용하면 전투불능이 되어 버린다,0x58B4,1
121,알폭탄,알폭탄,알폭탄,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,06 cb 0a 28 09 8a,0x6C,0x5A50,0x1B1A50,06 cb 0a 28 09 8a,알을 힘껏 던져서<NEXT>적을 공격한다,0x58F0,1
122,핥기,핥기,핥기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,4,4,0,0a 73 01 b2,0x6C,0x5A57,0x1B1A57,0a 73 01 b2,긴 혀로 핥아서 공격한다<NEXT>적을 마비시키기도 한다,0x590F,1
