slot_index_zero_based,item_id_decimal,item_id_hex,slot_kind,original_gs_korean,latest_korean,final_korean,original_gs_korean_description,description_cpu_address_hex,canonical_identifier,canonical_english,change_category,verification_status,source_agreement
214,215,0xD7,TM_OR_HM,기술머신24,기술머신24,기술머신24,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
215,216,0xD8,TM_OR_HM,기술머신25,기술머신25,기술머신25,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
216,217,0xD9,TM_OR_HM,기술머신26,기술머신26,기술머신26,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
217,218,0xDA,TM_OR_HM,기술머신27,기술머신27,기술머신27,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
218,219,0xDB,TM_OR_HM,기술머신28,기술머신28,기술머신28,?,0x5A5B,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
219,220,0xDC,UNUSED_OR_INTERNAL,?,?,?,?,0x5A5B,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
220,221,0xDD,TM_OR_HM,기술머신29,기술머신29,기술머신29,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
221,222,0xDE,TM_OR_HM,기술머신30,기술머신30,기술머신30,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
222,223,0xDF,TM_OR_HM,기술머신31,기술머신31,기술머신31,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
223,224,0xE0,TM_OR_HM,기술머신32,기술머신32,기술머신32,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
224,225,0xE1,TM_OR_HM,기술머신33,기술머신33,기술머신33,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
225,226,0xE2,TM_OR_HM,기술머신34,기술머신34,기술머신34,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
226,227,0xE3,TM_OR_HM,기술머신35,기술머신35,기술머신35,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
227,228,0xE4,TM_OR_HM,기술머신36,기술머신36,기술머신36,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
228,229,0xE5,TM_OR_HM,기술머신37,기술머신37,기술머신37,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
229,230,0xE6,TM_OR_HM,기술머신38,기술머신38,기술머신38,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
230,231,0xE7,TM_OR_HM,기술머신39,기술머신39,기술머신39,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
231,232,0xE8,TM_OR_HM,기술머신40,기술머신40,기술머신40,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
232,233,0xE9,TM_OR_HM,기술머신41,기술머신41,기술머신41,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
233,234,0xEA,TM_OR_HM,기술머신42,기술머신42,기술머신42,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
234,235,0xEB,TM_OR_HM,기술머신43,기술머신43,기술머신43,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
235,236,0xEC,TM_OR_HM,기술머신44,기술머신44,기술머신44,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
236,237,0xED,TM_OR_HM,기술머신45,기술머신45,기술머신45,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
237,238,0xEE,TM_OR_HM,기술머신46,기술머신46,기술머신46,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
238,239,0xEF,TM_OR_HM,기술머신47,기술머신47,기술머신47,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
239,240,0xF0,TM_OR_HM,기술머신48,기술머신48,기술머신48,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
240,241,0xF1,TM_OR_HM,기술머신49,기술머신49,기술머신49,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
241,242,0xF2,TM_OR_HM,기술머신50,기술머신50,기술머신50,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
242,243,0xF3,TM_OR_HM,비전머신01,비전머신01,비전머신01,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
243,244,0xF4,TM_OR_HM,비전머신02,비전머신02,비전머신02,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
244,245,0xF5,TM_OR_HM,비전머신03,비전머신03,비전머신03,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
245,246,0xF6,TM_OR_HM,비전머신04,비전머신04,비전머신04,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
246,247,0xF7,TM_OR_HM,비전머신05,비전머신05,비전머신05,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
247,248,0xF8,TM_OR_HM,비전머신06,비전머신06,비전머신06,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
248,249,0xF9,TM_OR_HM,비전머신07,비전머신07,비전머신07,?,0x5A5E,,,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE
249,250,0xFA,UNUSED_OR_INTERNAL,?,?,?,?,0x5A61,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
250,251,0xFB,UNUSED_OR_INTERNAL,?,?,?,?,0x5A61,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
251,252,0xFC,UNUSED_OR_INTERNAL,?,?,?,?,0x5A64,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
252,253,0xFD,UNUSED_OR_INTERNAL,?,?,?,?,0x5A67,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
253,254,0xFE,UNUSED_OR_INTERNAL,?,?,?,?,0x5A6A,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
254,255,0xFF,UNUSED_OR_INTERNAL,?,?,?,?,0x5A6D,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
255,0,0x00,UNUSED_OR_INTERNAL,<?>,<?>,<?>,?,0x5A6D,,,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE
