national_id,constant,level,move
384,RAYQUAZA,20,DRAGON_CLAW
384,RAYQUAZA,30,DRAGON_DANCE
384,RAYQUAZA,35,CRUNCH
384,RAYQUAZA,45,FLY
384,RAYQUAZA,50,REST
384,RAYQUAZA,60,EXTREME_SPEED
384,RAYQUAZA,65,OUTRAGE
384,RAYQUAZA,75,HYPER_BEAM
385,JIRACHI,1,WISH
385,JIRACHI,1,CONFUSION
385,JIRACHI,5,REST
385,JIRACHI,10,SWIFT
385,JIRACHI,15,HELPING_HAND
385,JIRACHI,20,PSYCHIC
385,JIRACHI,25,REFRESH
385,JIRACHI,30,REST
385,JIRACHI,35,DOUBLE_EDGE
385,JIRACHI,40,FUTURE_SIGHT
385,JIRACHI,45,COSMIC_POWER
385,JIRACHI,50,DOOM_DESIRE
386,DEOXYS,1,LEER
386,DEOXYS,1,WRAP
386,DEOXYS,5,NIGHT_SHADE
386,DEOXYS,10,DOUBLE_TEAM
386,DEOXYS,15,KNOCK_OFF
386,DEOXYS,20,PURSUIT
386,DEOXYS,25,PSYCHIC
386,DEOXYS,30,SWIFT
386,DEOXYS,35,AGILITY
386,DEOXYS,40,RECOVER
386,DEOXYS,45,PSYCHO_BOOST
386,DEOXYS,50,EXTREME_SPEED
