version,pool_record_index_zero_based,bank_hex,bank_offset_hex,cpu_address_hex,file_offset_hex,record_length,description,next_count,reference_count,referencing_slots,referencing_item_ids_hex,raw_hex,record_raw_hex,undefined_code_count
KOREAN_GOLD,118,0x6E,0x1190,0x5190,0x1B9190,45,지니고 있는 포켓몬은<NEXT>기절하지 않을 때도 있다,1,1,118,0x77,08 26 02 cf 01 4d 7f 07 a6 02 c2 7f 0a 27 09 2f 04 93 07 8a 59 01 b2 07 cd 0a 6f 08 26 7f 06 ca 07 8b 7f 03 77 03 15 7f 07 a6 02 d9,08 26 02 cf 01 4d 7f 07 a6 02 c2 7f 0a 27 09 2f 04 93 07 8a 59 01 b2 07 cd 0a 6f 08 26 7f 06 ca 07 8b 7f 03 77 03 15 7f 07 a6 02 d9 50,0
KOREAN_GOLD,119,0x6E,0x11BD,0x51BD,0x1B91BD,3,?,0,1,119,0x78,0b 67,0b 67 50,0
KOREAN_GOLD,120,0x6E,0x11C0,0x51C0,0x1B91C0,40,체력을 50 회복시켜주는<NEXT>매우 쓴맛의 가루,1,1,120,0x79,08 bc 03 f2 07 8b 7f fb f6 7f 0a b8 05 19 06 63 09 31 08 06 02 c2 59 04 65 07 4c 7f 06 b4 04 60 07 97 7f 01 01 04 17,08 bc 03 f2 07 8b 7f fb f6 7f 0a b8 05 19 06 63 09 31 08 06 02 c2 59 04 65 07 4c 7f 06 b4 04 60 07 97 7f 01 01 04 17 50,0
KOREAN_GOLD,121,0x6E,0x11E8,0x51E8,0x1B91E8,41,체력을 200 회복시켜주는<NEXT>매우 쓴맛의 뿌리,1,1,121,0x7A,08 bc 03 f2 07 8b 7f f8 f6 f6 7f 0a b8 05 19 06 63 09 31 08 06 02 c2 59 04 65 07 4c 7f 06 b4 04 60 07 97 7f 05 a1 04 3e,08 bc 03 f2 07 8b 7f f8 f6 f6 7f 0a b8 05 19 06 63 09 31 08 06 02 c2 59 04 65 07 4c 7f 06 b4 04 60 07 97 7f 05 a1 04 3e 50,0
KOREAN_GOLD,122,0x6E,0x1211,0x5211,0x1B9211,42,모든 상태이상을<NEXT>치료하지만 매우 맛이 쓰다,1,1,122,0x7B,04 90 03 47 7f 05 c3 09 92 07 9c 05 c3 07 8b 59 09 01 04 11 0a 6f 08 26 04 48 7f 04 65 07 4c 7f 04 60 07 9c 7f 06 b2 02 d9,04 90 03 47 7f 05 c3 09 92 07 9c 05 c3 07 8b 59 09 01 04 11 0a 6f 08 26 04 48 7f 04 65 07 4c 7f 04 60 07 9c 7f 06 b2 02 d9 50,0
KOREAN_GOLD,123,0x6E,0x123B,0x523B,0x1B923B,47,기절한 포켓몬을 회복<NEXT>시켜주지만 매우 맛이 쓰다,1,1,123,0x7C,01 b2 07 cd 0a 71 7f 0a 27 09 2f 04 93 07 8b 7f 0a b8 05 19 59 06 63 09 31 08 06 08 26 04 48 7f 04 65 07 4c 7f 04 60 07 9c 7f 06 b2 02 d9,01 b2 07 cd 0a 71 7f 0a 27 09 2f 04 93 07 8b 7f 0a b8 05 19 59 06 63 09 31 08 06 08 26 04 48 7f 04 65 07 4c 7f 04 60 07 9c 7f 06 b2 02 d9 50,0
KOREAN_GOLD,124,0x6E,0x126A,0x526A,0x1B926A,46,지니게 하면 바위타입의<NEXT>기술의 위력이 올라간다,1,1,124,0x7D,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 04 d9 07 77 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 04 d9 07 77 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,125,0x6E,0x1298,0x5298,0x1B9298,53,지니고 있는 포켓몬은 경험치를<NEXT>약간 많이 얻을 수 있다,1,1,125,0x7E,08 26 02 cf 01 4d 7f 07 a6 02 c2 7f 0a 27 09 2f 04 93 07 8a 7f 01 46 0a 88 09 01 04 36 59 06 e0 01 03 7f 04 49 07 9c 7f 06 f2 07 8b 7f 06 26 7f 07 a6 02 d9,08 26 02 cf 01 4d 7f 07 a6 02 c2 7f 0a 27 09 2f 04 93 07 8a 7f 01 46 0a 88 09 01 04 36 59 06 e0 01 03 7f 04 49 07 9c 7f 06 f2 07 8b 7f 06 26 7f 07 a6 02 d9 50,0
KOREAN_GOLD,126,0x6E,0x12CD,0x52CD,0x1B92CD,36,라디오 방송국의 셔터를<NEXT>올릴 수 있다,1,1,126,0x7F,03 c3 03 60 07 20 7f 04 e6 06 0b 01 89 07 97 7f 05 f5 09 9d 04 36 59 07 23 04 41 7f 06 26 7f 07 a6 02 d9,03 c3 03 60 07 20 7f 04 e6 06 0b 01 89 07 97 7f 05 f5 09 9d 04 36 59 07 23 04 41 7f 06 26 7f 07 a6 02 d9 50,0
KOREAN_GOLD,127,0x6E,0x12F1,0x52F1,0x1B92F1,18,발전소의 기계부품,0,1,127,0x80,04 df 07 cc 06 02 07 97 7f 01 b2 01 48 05 2e 0a 40,04 df 07 cc 06 02 07 97 7f 01 b2 01 48 05 2e 0a 40 50,0
KOREAN_GOLD,128,0x6E,0x1303,0x5303,0x1B9303,3,?,0,1,128,0x81,0b 67,0b 67 50,0
KOREAN_GOLD,129,0x6E,0x1306,0x5306,0x1B9306,36,흉내내기 아가씨가 잃어버린<NEXT>삐삐인형,1,1,129,0x82,0a e4 02 4b 02 4b 01 b2 7f 06 c6 01 01 06 be 01 01 7f 07 a2 06 ee 04 f6 04 40 59 05 af 05 af 07 9e 0a 9c,0a e4 02 4b 02 4b 01 b2 7f 06 c6 01 01 06 be 01 01 7f 07 a2 06 ee 04 f6 04 40 59 05 af 05 af 07 9e 0a 9c 50,0
KOREAN_GOLD,130,0x6E,0x132A,0x532A,0x1B932A,35,빨갛고 아름다운 모래<NEXT>비싸게 팔린다,1,1,130,0x83,05 71 01 12 01 4d 7f 06 c6 04 37 02 d9 07 4e 7f 04 90 03 d1 59 05 61 06 6e 01 34 7f 09 f8 04 40 02 d9,05 71 01 12 01 4d 7f 06 c6 04 37 02 d9 07 4e 7f 04 90 03 d1 59 05 61 06 6e 01 34 7f 09 f8 04 40 02 d9 50,0
KOREAN_GOLD,131,0x6E,0x134D,0x534D,0x1B934D,44,빨갛고 아름다운 보석조각<NEXT>매우 비싸게 팔린다,1,1,131,0x84,05 71 01 12 01 4d 7f 06 c6 04 37 02 d9 07 4e 7f 05 18 05 de 07 e6 01 02 59 04 65 07 4c 7f 05 61 06 6e 01 34 7f 09 f8 04 40 02 d9,05 71 01 12 01 4d 7f 06 c6 04 37 02 d9 07 4e 7f 05 18 05 de 07 e6 01 02 59 04 65 07 4c 7f 05 61 06 6e 01 34 7f 09 f8 04 40 02 d9 50,0
KOREAN_GOLD,132,0x6E,0x1379,0x5379,0x1B9379,15,문을 여는 열쇠,0,1,132,0x85,04 ae 07 8b 7f 07 09 02 c2 7f 07 0d 06 18,04 ae 07 8b 7f 07 09 02 c2 7f 07 0d 06 18 50,0
KOREAN_GOLD,133,0x6E,0x1388,0x5388,0x1B9388,29,리니어 기차에 승차할 수 있다,0,1,133,0x86,04 3e 02 cf 06 ee 7f 01 b2 08 97 07 01 7f 06 62 08 97 0a 72 7f 06 26 7f 07 a6 02 d9,04 3e 02 cf 06 ee 7f 01 b2 08 97 07 01 7f 06 62 08 97 0a 72 7f 06 26 7f 07 a6 02 d9 50,0
KOREAN_GOLD,134,0x6E,0x13A5,0x53A5,0x1B93A5,3,?,0,1,134,0x87,0b 67,0b 67 50,0
KOREAN_GOLD,135,0x6E,0x13A8,0x53A8,0x1B93A8,3,?,0,1,135,0x88,0b 67,0b 67 50,0
KOREAN_GOLD,136,0x6E,0x13AB,0x53AB,0x1B93AB,3,?,0,1,136,0x89,0b 67,0b 67 50,0
KOREAN_GOLD,137,0x6E,0x13AE,0x53AE,0x1B93AE,46,지니게 하면 화염타입의<NEXT>기술의 위력이 올라간다,1,1,137,0x8A,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 0a ad 07 10 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 0a ad 07 10 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,138,0x6E,0x13DC,0x53DC,0x1B93DC,52,나무열매로부터 만들어진 쥬스<NEXT>체력을 20 회복시켜준다,1,1,138,0x8B,02 3a 04 ab 07 0d 04 65 03 fe 05 2e 09 9d 7f 04 48 03 49 06 ee 08 28 7f 08 1a 06 4a 59 08 bc 03 f2 07 8b 7f f8 f6 7f 0a b8 05 19 06 63 09 31 08 08 02 d9,02 3a 04 ab 07 0d 04 65 03 fe 05 2e 09 9d 7f 04 48 03 49 06 ee 08 28 7f 08 1a 06 4a 59 08 bc 03 f2 07 8b 7f f8 f6 7f 0a b8 05 19 06 63 09 31 08 08 02 d9 50,0
KOREAN_GOLD,139,0x6E,0x1410,0x5410,0x1B9410,37,지니게 하면 급소에<NEXT>명중하기 쉽게된다,1,1,139,0x8C,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 01 ae 06 02 07 01 59 04 8d 08 0f 0a 6f 01 b2 7f 06 41 01 34 03 28 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 01 ae 06 02 07 01 59 04 8d 08 0f 0a 6f 01 b2 7f 06 41 01 34 03 28 02 d9 50,0
KOREAN_GOLD,140,0x6E,0x1435,0x5435,0x1B9435,3,?,0,1,140,0x8D,0b 67,0b 67 50,0
KOREAN_GOLD,141,0x6E,0x1438,0x5438,0x1B9438,3,?,0,1,141,0x8E,0b 67,0b 67 50,0
KOREAN_GOLD,142,0x6E,0x143B,0x543B,0x1B943B,46,지니게 하면 강철타입의<NEXT>기술의 위력이 올라간다,1,1,142,0x8F,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 01 0d 08 b6 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 01 0d 08 b6 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,143,0x6E,0x1469,0x5469,0x1B9469,49,지니게 하면 드래곤타입의 <NEXT>기술의 위력이 올라간다,1,1,143,0x90,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 03 45 03 d1 01 4f 09 88 07 a4 07 97 7f 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 03 45 03 d1 01 4f 09 88 07 a4 07 97 7f 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,144,0x6E,0x149A,0x549A,0x1B949A,3,?,0,1,144,0x91,0b 67,0b 67 50,0
KOREAN_GOLD,145,0x6E,0x149D,0x549D,0x1B949D,44,지니게 하면 전투중에<NEXT>체력이 조금씩 회복된다,1,1,145,0x92,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 cc 09 c5 08 0f 07 01 59 08 bc 03 f2 07 9c 7f 07 e6 01 ad 06 bf 7f 0a b8 05 19 03 28 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 cc 09 c5 08 0f 07 01 59 08 bc 03 f2 07 9c 7f 07 e6 01 ad 06 bf 7f 0a b8 05 19 03 28 02 d9 50,0
KOREAN_GOLD,146,0x6E,0x14C9,0x54C9,0x1B94C9,3,?,0,1,146,0x93,0b 67,0b 67 50,0
KOREAN_GOLD,147,0x6E,0x14CC,0x54CC,0x1B94CC,3,?,0,1,147,0x94,0b 67,0b 67 50,0
KOREAN_GOLD,148,0x6E,0x14CF,0x54CF,0x1B94CF,3,?,0,1,148,0x95,0b 67,0b 67 50,0
KOREAN_GOLD,149,0x6E,0x14D2,0x54D2,0x1B94D2,52,지니게 하면 전투중에 자신이<NEXT>기술포인트를 회복시킨다,1,1,149,0x96,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 cc 09 c5 08 0f 07 01 7f 07 aa 06 65 07 9c 59 01 b2 06 2a 0a 27 07 9e 09 de 04 36 7f 0a b8 05 19 06 63 09 82 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 cc 09 c5 08 0f 07 01 7f 07 aa 06 65 07 9c 59 01 b2 06 2a 0a 27 07 9e 09 de 04 36 7f 0a b8 05 19 06 63 09 82 02 d9 50,0
KOREAN_GOLD,150,0x6E,0x1506,0x5506,0x1B9506,48,드래곤타입의 포켓몬이<NEXT>가끔 들고있는 신비한 비늘,1,1,150,0x97,03 45 03 d1 01 4f 09 88 07 a4 07 97 7f 0a 27 09 2f 04 93 07 9c 59 01 01 02 2b 7f 03 49 01 4d 07 a6 02 c2 7f 06 65 05 61 0a 71 7f 05 61 02 c3,03 45 03 d1 01 4f 09 88 07 a4 07 97 7f 0a 27 09 2f 04 93 07 9c 59 01 01 02 2b 7f 03 49 01 4d 07 a6 02 c2 7f 06 65 05 61 0a 71 7f 05 61 02 c3 50,0
KOREAN_GOLD,151,0x6E,0x1536,0x5536,0x1B9536,45,공격력이 팍 올라가지만<NEXT>혼란상태가 되어버린다,1,1,151,0x98,01 68 01 3d 03 f2 07 9c 7f 09 f5 7f 07 23 03 c3 01 01 08 26 04 48 59 0a a5 03 c5 05 c3 09 92 01 01 7f 03 27 06 ee 04 f6 04 40 02 d9,01 68 01 3d 03 f2 07 9c 7f 09 f5 7f 07 23 03 c3 01 01 08 26 04 48 59 0a a5 03 c5 05 c3 09 92 01 01 7f 03 27 06 ee 04 f6 04 40 02 d9 50,0
KOREAN_GOLD,152,0x6E,0x1563,0x5563,0x1B9563,3,?,0,1,152,0x99,0b 67,0b 67 50,0
KOREAN_GOLD,153,0x6E,0x1566,0x5566,0x1B9566,3,?,0,1,153,0x9A,0b 67,0b 67 50,0
KOREAN_GOLD,154,0x6E,0x1569,0x5569,0x1B9569,3,?,0,1,154,0x9B,0b 67,0b 67 50,0
KOREAN_GOLD,155,0x6E,0x156C,0x556C,0x1B956C,48,기절한 모든 포켓몬을<NEXT>정상적인 상태로 만들어준다,1,1,155,0x9C,01 b2 07 cd 0a 71 7f 04 90 03 47 7f 0a 27 09 2f 04 93 07 8b 59 07 d4 05 c3 07 cb 07 9e 7f 05 c3 09 92 03 fe 7f 04 48 03 49 06 ee 08 08 02 d9,01 b2 07 cd 0a 71 7f 04 90 03 47 7f 0a 27 09 2f 04 93 07 8b 59 07 d4 05 c3 07 cb 07 9e 7f 05 c3 09 92 03 fe 7f 04 48 03 49 06 ee 08 08 02 d9 50,0
KOREAN_GOLD,156,0x6E,0x159C,0x559C,0x1B959C,41,체중이 많이 나가는 포켓몬을<NEXT>잡기 쉬운 볼,1,1,156,0x9D,08 bc 08 0f 07 9c 7f 04 49 07 9c 7f 02 3a 01 01 02 c2 7f 0a 27 09 2f 04 93 07 8b 59 07 b2 01 b2 7f 06 3c 07 4e 7f 05 1c,08 bc 08 0f 07 9c 7f 04 49 07 9c 7f 02 3a 01 01 02 c2 7f 0a 27 09 2f 04 93 07 8b 59 07 b2 01 b2 7f 06 3c 07 4e 7f 05 1c 50,0
KOREAN_GOLD,157,0x6E,0x15C5,0x55C5,0x1B95C5,54,꽃무늬 모양의 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,1,1,157,0x9E,01 f9 04 ab 02 cc 7f 04 90 06 e7 07 97 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9,01 f9 04 ab 02 cc 7f 04 90 06 e7 07 97 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9 50,0
KOREAN_GOLD,158,0x6E,0x15FB,0x55FB,0x1B95FB,50,자신의 포켓몬보다 상대의<NEXT>레벨이 낮을수록 잡기쉽다,1,1,158,0x9F,07 aa 06 65 07 97 7f 0a 27 09 2f 04 93 05 18 02 d9 7f 05 c3 02 eb 07 97 59 03 e9 05 07 07 9c 7f 02 47 07 8b 06 26 03 ff 7f 07 b2 01 b2 06 41 02 d9,07 aa 06 65 07 97 7f 0a 27 09 2f 04 93 05 18 02 d9 7f 05 c3 02 eb 07 97 59 03 e9 05 07 07 9c 7f 02 47 07 8b 06 26 03 ff 7f 07 b2 01 b2 06 41 02 d9 50,0
KOREAN_GOLD,159,0x6E,0x162D,0x562D,0x1B962D,39,낚아올린 포켓몬이라면<NEXT>잡기 쉽게되는 볼,1,1,159,0xA0,02 3c 06 c6 07 23 04 40 7f 0a 27 09 2f 04 93 07 9c 03 c3 04 89 59 07 b2 01 b2 7f 06 41 01 34 03 27 02 c2 7f 05 1c,02 3c 06 c6 07 23 04 40 7f 0a 27 09 2f 04 93 07 9c 03 c3 04 89 59 07 b2 01 b2 7f 06 41 01 34 03 27 02 c2 7f 05 1c 50,0
KOREAN_GOLD,160,0x6E,0x1654,0x5654,0x1B9654,45,도망치는 발걸음이 빠른 포켓몬을<NEXT>잡기 쉬운 볼,1,1,160,0xA1,03 15 04 61 09 01 02 c2 7f 04 df 01 29 07 8d 07 9c 7f 05 6c 04 35 7f 0a 27 09 2f 04 93 07 8b 59 07 b2 01 b2 7f 06 3c 07 4e 7f 05 1c,03 15 04 61 09 01 02 c2 7f 04 df 01 29 07 8d 07 9c 7f 05 6c 04 35 7f 0a 27 09 2f 04 93 07 8b 59 07 b2 01 b2 7f 06 3c 07 4e 7f 05 1c 50,0
KOREAN_GOLD,161,0x6E,0x1681,0x5681,0x1B9681,3,?,0,1,161,0xA2,0b 67,0b 67 50,0
KOREAN_GOLD,162,0x6E,0x1684,0x5684,0x1B9684,30,찌릿찌릿 하고있는 이상한 구슬,0,1,162,0xA3,08 8e 04 44 08 8e 04 44 7f 0a 6f 01 4d 07 a6 02 c2 7f 07 9c 05 c3 0a 71 7f 01 88 06 4d,08 8e 04 44 08 8e 04 44 7f 0a 6f 01 4d 07 a6 02 c2 7f 07 9c 05 c3 0a 71 7f 01 88 06 4d 50,0
KOREAN_GOLD,163,0x6E,0x16A2,0x56A2,0x1B96A2,29,잡힌 포켓몬이<NEXT>잘 따르게 된다,1,1,163,0xA4,07 b2 0a f9 7f 0a 27 09 2f 04 93 07 9c 59 07 af 7f 03 6b 04 33 01 34 7f 03 28 02 d9,07 b2 0a f9 7f 0a 27 09 2f 04 93 07 9c 59 07 af 7f 03 6b 04 33 01 34 7f 03 28 02 d9 50,0
KOREAN_GOLD,164,0x6E,0x16BF,0x56BF,0x1B96BF,40,달맞이 돌로 진화하는<NEXT>포켓몬을 잡기 쉽다,1,1,164,0xA5,02 de 04 62 07 9c 7f 03 19 03 fe 7f 08 28 0a ad 0a 6f 02 c2 59 0a 27 09 2f 04 93 07 8b 7f 07 b2 01 b2 7f 06 41 02 d9,02 de 04 62 07 9c 7f 03 19 03 fe 7f 08 28 0a ad 0a 6f 02 c2 59 0a 27 09 2f 04 93 07 8b 7f 07 b2 01 b2 7f 06 41 02 d9 50,0
KOREAN_GOLD,165,0x6E,0x16E7,0x56E7,0x1B96E7,43,자신의 포켓몬의 성별과<NEXT>다른 때는 잡기 쉽다,1,1,165,0xA6,07 aa 06 65 07 97 7f 0a 27 09 2f 04 93 07 97 7f 05 ea 05 10 01 6a 59 02 d9 04 35 7f 03 77 02 c2 7f 07 b2 01 b2 7f 06 41 02 d9,07 aa 06 65 07 97 7f 0a 27 09 2f 04 93 07 97 7f 05 ea 05 10 01 6a 59 02 d9 04 35 7f 03 77 02 c2 7f 07 b2 01 b2 7f 06 41 02 d9 50,0
KOREAN_GOLD,166,0x6E,0x1712,0x5712,0x1B9712,9,열어보자,0,1,166,0xA7,07 0d 06 ee 05 18 07 aa,07 0d 06 ee 05 18 07 aa 50,0
KOREAN_GOLD,167,0x6E,0x171B,0x571B,0x1B971B,9,열어보자,0,1,167,0xA8,07 0d 06 ee 05 18 07 aa,07 0d 06 ee 05 18 07 aa 50,0
KOREAN_GOLD,168,0x6E,0x1724,0x5724,0x1B9724,25,특정 포켓몬을 진화시킨다,0,1,168,0xA9,09 df 07 d4 7f 0a 27 09 2f 04 93 07 8b 7f 08 28 0a ad 06 63 09 82 02 d9,09 df 07 d4 7f 0a 27 09 2f 04 93 07 8b 7f 08 28 0a ad 06 63 09 82 02 d9 50,0
KOREAN_GOLD,169,0x6E,0x173D,0x573D,0x1B973D,46,지니게 하면 노말타입의<NEXT>기술의 위력이 올라간다,1,1,169,0xAA,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 02 8b 04 4b 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 02 8b 04 4b 09 88 07 a4 07 97 59 01 b2 06 2a 07 97 7f 07 77 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50,0
KOREAN_GOLD,170,0x6E,0x176B,0x576B,0x1B976B,3,?,0,1,170,0xAB,0b 67,0b 67 50,0
KOREAN_GOLD,171,0x6E,0x176E,0x576E,0x1B976E,30,이상한 상자<NEXT>실프주식회사 제품,1,1,171,0xAC,07 9c 05 c3 0a 71 7f 05 c3 07 aa 59 06 67 0a 61 08 06 06 64 0a b8 05 b7 7f 07 d6 0a 40,07 9c 05 c3 0a 71 7f 05 c3 07 aa 59 06 67 0a 61 08 06 06 64 0a b8 05 b7 7f 07 d6 0a 40 50,0
KOREAN_GOLD,172,0x6E,0x178C,0x578C,0x1B978C,40,지니게 하면 자신이<NEXT>체력을 10 회복시킨다,1,1,172,0xAD,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 59 08 bc 03 f2 07 8b 7f f7 f6 7f 0a b8 05 19 06 63 09 82 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 59 08 bc 03 f2 07 8b 7f f7 f6 7f 0a b8 05 19 06 63 09 82 02 d9 50,0
KOREAN_GOLD,173,0x6E,0x17B4,0x57B4,0x1B97B4,40,지니게 하면 자신이<NEXT>체력을 30 회복시킨다,1,1,173,0xAE,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 59 08 bc 03 f2 07 8b 7f f9 f6 7f 0a b8 05 19 06 63 09 82 02 d9,08 26 02 cf 01 34 7f 0a 6f 04 89 7f 07 aa 06 65 07 9c 59 08 bc 03 f2 07 8b 7f f9 f6 7f 0a b8 05 19 06 63 09 82 02 d9 50,0
KOREAN_GOLD,174,0x6E,0x17DC,0x57DC,0x1B97DC,50,꼬부기 모양의 물뿌리개<NEXT>초목에 물을 주기 위한 도구,1,1,174,0xAF,01 ef 05 2e 01 b2 7f 04 90 06 e7 07 97 7f 04 b0 05 a1 04 3e 01 13 59 08 ca 04 91 07 01 7f 04 b0 07 8b 7f 08 06 01 b2 7f 07 77 0a 71 7f 03 15 01 88,01 ef 05 2e 01 b2 7f 04 90 06 e7 07 97 7f 04 b0 05 a1 04 3e 01 13 59 08 ca 04 91 07 01 7f 04 b0 07 8b 7f 08 06 01 b2 7f 07 77 0a 71 7f 03 15 01 88 50,0
KOREAN_GOLD,175,0x6E,0x180E,0x580E,0x1B980E,3,?,0,1,175,0xB0,0b 67,0b 67 50,0
KOREAN_GOLD,176,0x6E,0x1811,0x5811,0x1B9811,44,곤충채집 대회에서 사용되는<NEXT>포켓몬을 잡는 볼,1,1,176,0xB1,01 4f 08 e6 08 a4 08 2d 7f 02 eb 0a b8 07 01 05 dd 7f 05 b7 07 4b 03 27 02 c2 59 0a 27 09 2f 04 93 07 8b 7f 07 b2 02 c2 7f 05 1c,01 4f 08 e6 08 a4 08 2d 7f 02 eb 0a b8 07 01 05 dd 7f 05 b7 07 4b 03 27 02 c2 59 0a 27 09 2f 04 93 07 8b 7f 07 b2 02 c2 7f 05 1c 50,0
KOREAN_GOLD,177,0x6E,0x183D,0x583D,0x1B983D,32,무지개빛으로 빛나는<NEXT>신비한 날개,1,1,177,0xB2,04 ab 08 26 01 13 05 6b 07 88 03 fe 7f 05 6b 02 3a 02 c2 59 06 65 05 61 0a 71 7f 02 3f 01 13,04 ab 08 26 01 13 05 6b 07 88 03 fe 7f 05 6b 02 3a 02 c2 59 06 65 05 61 0a 71 7f 02 3f 01 13 50,0
KOREAN_GOLD,178,0x6E,0x185D,0x585D,0x1B985D,3,?,0,1,178,0xB3,0b 67,0b 67 50,0
KOREAN_GOLD,179,0x6E,0x1860,0x5860,0x1B9860,14,깨진 기와조각,0,1,179,0xB4,01 ca 08 28 7f 01 b2 07 2d 07 e6 01 02,01 ca 08 28 7f 01 b2 07 2d 07 e6 01 02 50,0
KOREAN_GOLD,180,0x6E,0x186E,0x586E,0x1B986E,51,라프라스의 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,1,1,180,0xB5,03 c3 0a 61 03 c3 06 4a 07 97 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9,03 c3 0a 61 03 c3 06 4a 07 97 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9 50,0
KOREAN_GOLD,181,0x6E,0x18A1,0x58A1,0x1B98A1,47,미뇽의 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,1,1,181,0xB6,04 cc 02 a8 07 97 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9,04 cc 02 a8 07 97 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9 50,0
KOREAN_GOLD,182,0x6E,0x18D0,0x58D0,0x1B98D0,67,지니게 한 포켓몬이 프린트되어진다<NEXT>쓴 메일을 포켓몬에게 지니게 한다,1,1,182,0xB7,08 26 02 cf 01 34 7f 0a 71 7f 0a 27 09 2f 04 93 07 9c 7f 0a 61 04 40 09 de 03 27 06 ee 08 28 02 d9 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9,08 26 02 cf 01 34 7f 0a 71 7f 0a 27 09 2f 04 93 07 9c 7f 0a 61 04 40 09 de 03 27 06 ee 08 28 02 d9 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9 50,0
