national_dex,identifier,source_species_token,introduced_generation,hp,attack,defense,speed,sp_attack,sp_defense,type1_token,type2_token,type1_id,type2_id,catch_rate,base_exp,ev_hp,ev_attack,ev_defense,ev_speed,ev_sp_attack,ev_sp_defense,held_item_common,held_item_rare,gender_token,gender_threshold,hatch_cycles,friendship,growth_token,growth_id,egg_group1_token,egg_group2_token,egg_group1_id,egg_group2_id,ability1_token,ability2_token,ability1_id,ability2_id,safari_flee_rate,body_color_token,no_flip_token,source_path
113,chansey,SPECIES_CHANSEY,1,250,5,5,50,35,105,TYPE_NORMAL,TYPE_NORMAL,0,0,30,255,2,0,0,0,0,0,ITEM_NONE,ITEM_LUCKY_EGG,MON_FEMALE,254,40,140,GROWTH_FAST,4,EGG_GROUP_FAIRY,EGG_GROUP_FAIRY,6,6,ABILITY_NATURAL_CURE,ABILITY_SERENE_GRACE,30,32,0,BODY_COLOR_PINK,FALSE,pokeemerald/src/data/pokemon/species_info.h
114,tangela,SPECIES_TANGELA,1,65,55,115,60,100,40,TYPE_GRASS,TYPE_GRASS,11,11,45,166,0,0,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_GRASS,EGG_GROUP_GRASS,7,7,ABILITY_CHLOROPHYLL,ABILITY_NONE,34,0,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
115,kangaskhan,SPECIES_KANGASKHAN,1,105,95,80,90,40,80,TYPE_NORMAL,TYPE_NORMAL,0,0,45,175,2,0,0,0,0,0,ITEM_NONE,ITEM_NONE,MON_FEMALE,254,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_MONSTER,EGG_GROUP_MONSTER,1,1,ABILITY_EARLY_BIRD,ABILITY_NONE,48,0,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
116,horsea,SPECIES_HORSEA,1,30,40,70,60,70,25,TYPE_WATER,TYPE_WATER,10,10,225,83,0,0,0,0,1,0,ITEM_NONE,ITEM_DRAGON_SCALE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_WATER_1,EGG_GROUP_DRAGON,2,14,ABILITY_SWIFT_SWIM,ABILITY_NONE,33,0,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
117,seadra,SPECIES_SEADRA,1,55,65,95,85,95,45,TYPE_WATER,TYPE_WATER,10,10,75,155,0,0,1,0,1,0,ITEM_NONE,ITEM_DRAGON_SCALE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_WATER_1,EGG_GROUP_DRAGON,2,14,ABILITY_POISON_POINT,ABILITY_NONE,38,0,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
118,goldeen,SPECIES_GOLDEEN,1,45,67,60,63,35,50,TYPE_WATER,TYPE_WATER,10,10,225,111,0,1,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_WATER_2,EGG_GROUP_WATER_2,12,12,ABILITY_SWIFT_SWIM,ABILITY_WATER_VEIL,33,41,4,BODY_COLOR_RED,FALSE,pokeemerald/src/data/pokemon/species_info.h
119,seaking,SPECIES_SEAKING,1,80,92,65,68,65,80,TYPE_WATER,TYPE_WATER,10,10,60,170,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_WATER_2,EGG_GROUP_WATER_2,12,12,ABILITY_SWIFT_SWIM,ABILITY_WATER_VEIL,33,41,6,BODY_COLOR_RED,FALSE,pokeemerald/src/data/pokemon/species_info.h
120,staryu,SPECIES_STARYU,1,30,45,55,85,70,55,TYPE_WATER,TYPE_WATER,10,10,225,106,0,0,0,1,0,0,ITEM_STARDUST,ITEM_STAR_PIECE,MON_GENDERLESS,255,20,70,GROWTH_SLOW,5,EGG_GROUP_WATER_3,EGG_GROUP_WATER_3,9,9,ABILITY_ILLUMINATE,ABILITY_NATURAL_CURE,35,30,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
121,starmie,SPECIES_STARMIE,1,60,75,85,115,100,85,TYPE_WATER,TYPE_PSYCHIC,10,13,60,207,0,0,0,2,0,0,ITEM_STARDUST,ITEM_STAR_PIECE,MON_GENDERLESS,255,20,70,GROWTH_SLOW,5,EGG_GROUP_WATER_3,EGG_GROUP_WATER_3,9,9,ABILITY_ILLUMINATE,ABILITY_NATURAL_CURE,35,30,0,BODY_COLOR_PURPLE,FALSE,pokeemerald/src/data/pokemon/species_info.h
122,mr_mime,SPECIES_MR_MIME,1,40,45,65,90,100,120,TYPE_PSYCHIC,TYPE_PSYCHIC,13,13,45,136,0,0,0,0,0,2,ITEM_NONE,ITEM_LEPPA_BERRY,PERCENT_FEMALE(50),127,25,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_SOUNDPROOF,ABILITY_NONE,43,0,0,BODY_COLOR_PINK,FALSE,pokeemerald/src/data/pokemon/species_info.h
123,scyther,SPECIES_SCYTHER,1,70,110,80,105,55,80,TYPE_BUG,TYPE_FLYING,6,2,45,187,0,1,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,25,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_BUG,EGG_GROUP_BUG,3,3,ABILITY_SWARM,ABILITY_NONE,68,0,0,BODY_COLOR_GREEN,FALSE,pokeemerald/src/data/pokemon/species_info.h
124,jynx,SPECIES_JYNX,1,65,50,35,95,115,95,TYPE_ICE,TYPE_PSYCHIC,14,13,45,137,0,0,0,0,2,0,ITEM_ASPEAR_BERRY,ITEM_ASPEAR_BERRY,MON_FEMALE,254,25,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_OBLIVIOUS,ABILITY_NONE,12,0,0,BODY_COLOR_RED,FALSE,pokeemerald/src/data/pokemon/species_info.h
125,electabuzz,SPECIES_ELECTABUZZ,1,65,83,57,105,95,85,TYPE_ELECTRIC,TYPE_ELECTRIC,12,12,45,156,0,0,0,2,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(25),63,25,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_STATIC,ABILITY_NONE,9,0,0,BODY_COLOR_YELLOW,TRUE,pokeemerald/src/data/pokemon/species_info.h
126,magmar,SPECIES_MAGMAR,1,65,95,57,93,100,85,TYPE_FIRE,TYPE_FIRE,9,9,45,167,0,0,0,0,2,0,ITEM_RAWST_BERRY,ITEM_RAWST_BERRY,PERCENT_FEMALE(25),63,25,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_FLAME_BODY,ABILITY_NONE,49,0,0,BODY_COLOR_RED,FALSE,pokeemerald/src/data/pokemon/species_info.h
127,pinsir,SPECIES_PINSIR,1,65,125,100,85,55,70,TYPE_BUG,TYPE_BUG,6,6,45,200,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,25,70,GROWTH_SLOW,5,EGG_GROUP_BUG,EGG_GROUP_BUG,3,3,ABILITY_HYPER_CUTTER,ABILITY_NONE,52,0,8,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
128,tauros,SPECIES_TAUROS,1,75,100,95,110,40,70,TYPE_NORMAL,TYPE_NORMAL,0,0,45,211,0,1,0,1,0,0,ITEM_NONE,ITEM_NONE,MON_MALE,0,20,70,GROWTH_SLOW,5,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_INTIMIDATE,ABILITY_NONE,22,0,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
129,magikarp,SPECIES_MAGIKARP,1,20,10,55,80,15,20,TYPE_WATER,TYPE_WATER,10,10,255,20,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,5,70,GROWTH_SLOW,5,EGG_GROUP_WATER_2,EGG_GROUP_DRAGON,12,14,ABILITY_SWIFT_SWIM,ABILITY_NONE,33,0,4,BODY_COLOR_RED,FALSE,pokeemerald/src/data/pokemon/species_info.h
130,gyarados,SPECIES_GYARADOS,1,95,125,79,81,60,100,TYPE_WATER,TYPE_FLYING,10,2,45,214,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,5,70,GROWTH_SLOW,5,EGG_GROUP_WATER_2,EGG_GROUP_DRAGON,12,14,ABILITY_INTIMIDATE,ABILITY_NONE,22,0,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
131,lapras,SPECIES_LAPRAS,1,130,85,80,60,85,95,TYPE_WATER,TYPE_ICE,10,14,45,219,2,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,40,70,GROWTH_SLOW,5,EGG_GROUP_MONSTER,EGG_GROUP_WATER_1,1,2,ABILITY_WATER_ABSORB,ABILITY_SHELL_ARMOR,11,75,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
132,ditto,SPECIES_DITTO,1,48,48,48,48,48,48,TYPE_NORMAL,TYPE_NORMAL,0,0,35,61,1,0,0,0,0,0,ITEM_NONE,ITEM_METAL_POWDER,MON_GENDERLESS,255,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_DITTO,EGG_GROUP_DITTO,13,13,ABILITY_LIMBER,ABILITY_NONE,7,0,0,BODY_COLOR_PURPLE,FALSE,pokeemerald/src/data/pokemon/species_info.h
133,eevee,SPECIES_EEVEE,1,55,55,50,55,45,65,TYPE_NORMAL,TYPE_NORMAL,0,0,45,92,0,0,0,0,0,1,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,35,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_RUN_AWAY,ABILITY_NONE,50,0,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
134,vaporeon,SPECIES_VAPOREON,1,130,65,60,65,110,95,TYPE_WATER,TYPE_WATER,10,10,45,196,2,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,35,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_WATER_ABSORB,ABILITY_NONE,11,0,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
135,jolteon,SPECIES_JOLTEON,1,65,65,60,130,110,95,TYPE_ELECTRIC,TYPE_ELECTRIC,12,12,45,197,0,0,0,2,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,35,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_VOLT_ABSORB,ABILITY_NONE,10,0,0,BODY_COLOR_YELLOW,FALSE,pokeemerald/src/data/pokemon/species_info.h
136,flareon,SPECIES_FLAREON,1,65,130,60,65,95,110,TYPE_FIRE,TYPE_FIRE,9,9,45,198,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,35,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_FLASH_FIRE,ABILITY_NONE,18,0,0,BODY_COLOR_RED,FALSE,pokeemerald/src/data/pokemon/species_info.h
137,porygon,SPECIES_PORYGON,1,65,60,70,40,85,75,TYPE_NORMAL,TYPE_NORMAL,0,0,45,130,0,0,0,0,1,0,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,255,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,10,10,ABILITY_TRACE,ABILITY_NONE,36,0,0,BODY_COLOR_PINK,FALSE,pokeemerald/src/data/pokemon/species_info.h
138,omanyte,SPECIES_OMANYTE,1,35,40,100,35,90,55,TYPE_ROCK,TYPE_WATER,5,10,45,120,0,0,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,30,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_WATER_1,EGG_GROUP_WATER_3,2,9,ABILITY_SWIFT_SWIM,ABILITY_SHELL_ARMOR,33,75,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
139,omastar,SPECIES_OMASTAR,1,70,60,125,55,115,70,TYPE_ROCK,TYPE_WATER,5,10,45,199,0,0,2,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,30,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_WATER_1,EGG_GROUP_WATER_3,2,9,ABILITY_SWIFT_SWIM,ABILITY_SHELL_ARMOR,33,75,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
140,kabuto,SPECIES_KABUTO,1,30,80,90,55,55,45,TYPE_ROCK,TYPE_WATER,5,10,45,119,0,0,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,30,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_WATER_1,EGG_GROUP_WATER_3,2,9,ABILITY_SWIFT_SWIM,ABILITY_BATTLE_ARMOR,33,4,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
141,kabutops,SPECIES_KABUTOPS,1,60,115,105,80,65,70,TYPE_ROCK,TYPE_WATER,5,10,45,201,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,30,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_WATER_1,EGG_GROUP_WATER_3,2,9,ABILITY_SWIFT_SWIM,ABILITY_BATTLE_ARMOR,33,4,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
142,aerodactyl,SPECIES_AERODACTYL,1,80,105,65,130,60,75,TYPE_ROCK,TYPE_FLYING,5,2,45,202,0,0,0,2,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,35,70,GROWTH_SLOW,5,EGG_GROUP_FLYING,EGG_GROUP_FLYING,4,4,ABILITY_ROCK_HEAD,ABILITY_PRESSURE,69,46,0,BODY_COLOR_PURPLE,FALSE,pokeemerald/src/data/pokemon/species_info.h
143,snorlax,SPECIES_SNORLAX,1,160,110,65,30,65,110,TYPE_NORMAL,TYPE_NORMAL,0,0,25,154,2,0,0,0,0,0,ITEM_LEFTOVERS,ITEM_LEFTOVERS,PERCENT_FEMALE(12.5),31,40,70,GROWTH_SLOW,5,EGG_GROUP_MONSTER,EGG_GROUP_MONSTER,1,1,ABILITY_IMMUNITY,ABILITY_THICK_FAT,17,47,0,BODY_COLOR_BLACK,FALSE,pokeemerald/src/data/pokemon/species_info.h
144,articuno,SPECIES_ARTICUNO,1,90,85,100,85,95,125,TYPE_ICE,TYPE_FLYING,14,2,3,215,0,0,0,0,0,3,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,255,80,35,GROWTH_SLOW,5,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,15,15,ABILITY_PRESSURE,ABILITY_NONE,46,0,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
145,zapdos,SPECIES_ZAPDOS,1,90,90,85,100,125,90,TYPE_ELECTRIC,TYPE_FLYING,12,2,3,216,0,0,0,0,3,0,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,255,80,35,GROWTH_SLOW,5,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,15,15,ABILITY_PRESSURE,ABILITY_NONE,46,0,0,BODY_COLOR_YELLOW,FALSE,pokeemerald/src/data/pokemon/species_info.h
146,moltres,SPECIES_MOLTRES,1,90,100,90,90,125,85,TYPE_FIRE,TYPE_FLYING,9,2,3,217,0,0,0,0,3,0,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,255,80,35,GROWTH_SLOW,5,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,15,15,ABILITY_PRESSURE,ABILITY_NONE,46,0,0,BODY_COLOR_YELLOW,FALSE,pokeemerald/src/data/pokemon/species_info.h
147,dratini,SPECIES_DRATINI,1,41,64,45,50,50,50,TYPE_DRAGON,TYPE_DRAGON,15,15,45,67,0,1,0,0,0,0,ITEM_NONE,ITEM_DRAGON_SCALE,PERCENT_FEMALE(50),127,40,35,GROWTH_SLOW,5,EGG_GROUP_WATER_1,EGG_GROUP_DRAGON,2,14,ABILITY_SHED_SKIN,ABILITY_NONE,61,0,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
148,dragonair,SPECIES_DRAGONAIR,1,61,84,65,70,70,70,TYPE_DRAGON,TYPE_DRAGON,15,15,45,144,0,2,0,0,0,0,ITEM_NONE,ITEM_DRAGON_SCALE,PERCENT_FEMALE(50),127,40,35,GROWTH_SLOW,5,EGG_GROUP_WATER_1,EGG_GROUP_DRAGON,2,14,ABILITY_SHED_SKIN,ABILITY_NONE,61,0,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
149,dragonite,SPECIES_DRAGONITE,1,91,134,95,80,100,100,TYPE_DRAGON,TYPE_FLYING,15,2,45,218,0,3,0,0,0,0,ITEM_NONE,ITEM_DRAGON_SCALE,PERCENT_FEMALE(50),127,40,35,GROWTH_SLOW,5,EGG_GROUP_WATER_1,EGG_GROUP_DRAGON,2,14,ABILITY_INNER_FOCUS,ABILITY_NONE,39,0,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
150,mewtwo,SPECIES_MEWTWO,1,106,110,90,130,154,90,TYPE_PSYCHIC,TYPE_PSYCHIC,13,13,3,220,0,0,0,0,3,0,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,255,120,0,GROWTH_SLOW,5,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,15,15,ABILITY_PRESSURE,ABILITY_NONE,46,0,0,BODY_COLOR_PURPLE,FALSE,pokeemerald/src/data/pokemon/species_info.h
151,mew,SPECIES_MEW,1,100,100,100,100,100,100,TYPE_PSYCHIC,TYPE_PSYCHIC,13,13,45,64,3,0,0,0,0,0,ITEM_LUM_BERRY,ITEM_LUM_BERRY,MON_GENDERLESS,255,120,100,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,15,15,ABILITY_SYNCHRONIZE,ABILITY_NONE,28,0,0,BODY_COLOR_PINK,FALSE,pokeemerald/src/data/pokemon/species_info.h
152,chikorita,SPECIES_CHIKORITA,2,45,49,65,45,49,65,TYPE_GRASS,TYPE_GRASS,11,11,45,64,0,0,0,0,0,1,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_MONSTER,EGG_GROUP_GRASS,1,7,ABILITY_OVERGROW,ABILITY_NONE,65,0,0,BODY_COLOR_GREEN,FALSE,pokeemerald/src/data/pokemon/species_info.h
153,bayleef,SPECIES_BAYLEEF,2,60,62,80,60,63,80,TYPE_GRASS,TYPE_GRASS,11,11,45,141,0,0,1,0,0,1,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_MONSTER,EGG_GROUP_GRASS,1,7,ABILITY_OVERGROW,ABILITY_NONE,65,0,0,BODY_COLOR_GREEN,FALSE,pokeemerald/src/data/pokemon/species_info.h
154,meganium,SPECIES_MEGANIUM,2,80,82,100,80,83,100,TYPE_GRASS,TYPE_GRASS,11,11,45,208,0,0,1,0,0,2,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_MONSTER,EGG_GROUP_GRASS,1,7,ABILITY_OVERGROW,ABILITY_NONE,65,0,0,BODY_COLOR_GREEN,FALSE,pokeemerald/src/data/pokemon/species_info.h
155,cyndaquil,SPECIES_CYNDAQUIL,2,39,52,43,65,60,50,TYPE_FIRE,TYPE_FIRE,9,9,45,65,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_BLAZE,ABILITY_NONE,66,0,0,BODY_COLOR_YELLOW,FALSE,pokeemerald/src/data/pokemon/species_info.h
156,quilava,SPECIES_QUILAVA,2,58,64,58,80,80,65,TYPE_FIRE,TYPE_FIRE,9,9,45,142,0,0,0,1,1,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_BLAZE,ABILITY_NONE,66,0,0,BODY_COLOR_YELLOW,FALSE,pokeemerald/src/data/pokemon/species_info.h
157,typhlosion,SPECIES_TYPHLOSION,2,78,84,78,100,109,85,TYPE_FIRE,TYPE_FIRE,9,9,45,209,0,0,0,0,3,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_BLAZE,ABILITY_NONE,66,0,0,BODY_COLOR_YELLOW,FALSE,pokeemerald/src/data/pokemon/species_info.h
158,totodile,SPECIES_TOTODILE,2,50,65,64,43,44,48,TYPE_WATER,TYPE_WATER,10,10,45,66,0,1,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_MONSTER,EGG_GROUP_WATER_1,1,2,ABILITY_TORRENT,ABILITY_NONE,67,0,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
159,croconaw,SPECIES_CROCONAW,2,65,80,80,58,59,63,TYPE_WATER,TYPE_WATER,10,10,45,143,0,1,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_MONSTER,EGG_GROUP_WATER_1,1,2,ABILITY_TORRENT,ABILITY_NONE,67,0,0,BODY_COLOR_BLUE,TRUE,pokeemerald/src/data/pokemon/species_info.h
160,feraligatr,SPECIES_FERALIGATR,2,85,105,100,78,79,83,TYPE_WATER,TYPE_WATER,10,10,45,210,0,2,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(12.5),31,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_MONSTER,EGG_GROUP_WATER_1,1,2,ABILITY_TORRENT,ABILITY_NONE,67,0,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
161,sentret,SPECIES_SENTRET,2,35,46,34,20,35,45,TYPE_NORMAL,TYPE_NORMAL,0,0,255,57,0,1,0,0,0,0,ITEM_NONE,ITEM_ORAN_BERRY,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_RUN_AWAY,ABILITY_KEEN_EYE,50,51,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
162,furret,SPECIES_FURRET,2,85,76,64,90,45,55,TYPE_NORMAL,TYPE_NORMAL,0,0,90,116,0,0,0,2,0,0,ITEM_ORAN_BERRY,ITEM_SITRUS_BERRY,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_RUN_AWAY,ABILITY_KEEN_EYE,50,51,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
163,hoothoot,SPECIES_HOOTHOOT,2,60,30,30,50,36,56,TYPE_NORMAL,TYPE_FLYING,0,2,255,58,1,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FLYING,EGG_GROUP_FLYING,4,4,ABILITY_INSOMNIA,ABILITY_KEEN_EYE,15,51,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
164,noctowl,SPECIES_NOCTOWL,2,100,50,50,70,76,96,TYPE_NORMAL,TYPE_FLYING,0,2,90,162,2,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FLYING,EGG_GROUP_FLYING,4,4,ABILITY_INSOMNIA,ABILITY_KEEN_EYE,15,51,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
165,ledyba,SPECIES_LEDYBA,2,40,20,30,55,40,80,TYPE_BUG,TYPE_FLYING,6,2,255,54,0,0,0,0,0,1,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_FAST,4,EGG_GROUP_BUG,EGG_GROUP_BUG,3,3,ABILITY_SWARM,ABILITY_EARLY_BIRD,68,48,0,BODY_COLOR_RED,FALSE,pokeemerald/src/data/pokemon/species_info.h
166,ledian,SPECIES_LEDIAN,2,55,35,50,85,55,110,TYPE_BUG,TYPE_FLYING,6,2,90,134,0,0,0,0,0,2,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_FAST,4,EGG_GROUP_BUG,EGG_GROUP_BUG,3,3,ABILITY_SWARM,ABILITY_EARLY_BIRD,68,48,0,BODY_COLOR_RED,FALSE,pokeemerald/src/data/pokemon/species_info.h
167,spinarak,SPECIES_SPINARAK,2,40,60,40,30,40,40,TYPE_BUG,TYPE_POISON,6,3,255,54,0,1,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_FAST,4,EGG_GROUP_BUG,EGG_GROUP_BUG,3,3,ABILITY_SWARM,ABILITY_INSOMNIA,68,15,0,BODY_COLOR_GREEN,FALSE,pokeemerald/src/data/pokemon/species_info.h
168,ariados,SPECIES_ARIADOS,2,70,90,70,40,60,60,TYPE_BUG,TYPE_POISON,6,3,90,134,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_FAST,4,EGG_GROUP_BUG,EGG_GROUP_BUG,3,3,ABILITY_SWARM,ABILITY_INSOMNIA,68,15,0,BODY_COLOR_RED,FALSE,pokeemerald/src/data/pokemon/species_info.h
169,crobat,SPECIES_CROBAT,2,85,90,80,130,70,80,TYPE_POISON,TYPE_FLYING,3,2,90,204,0,0,0,3,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FLYING,EGG_GROUP_FLYING,4,4,ABILITY_INNER_FOCUS,ABILITY_NONE,39,0,0,BODY_COLOR_PURPLE,FALSE,pokeemerald/src/data/pokemon/species_info.h
