national_dex,identifier,source_species_token,introduced_generation,hp,attack,defense,speed,sp_attack,sp_defense,type1_token,type2_token,type1_id,type2_id,catch_rate,base_exp,held_item_common,held_item_rare,held_item_common_id,held_item_rare_id,gender_token,gender_threshold,hatch_cycles,friendship_base,friendship_source_token,growth_token,growth_id,egg_group1_token,egg_group2_token,egg_group1_id,egg_group2_id,tmhm_tokens,tmhm_flag_count,tmhm_bits_hex,source_path
74,geodude,GEODUDE,1,40,80,100,20,30,30,ROCK,GROUND,5,4,255,86,NO_ITEM,EVERSTONE,0,112,GENDER_F50,127,15,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_MINERAL,EGG_MINERAL,10,10,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|DEFENSE_CURL|REST|ATTRACT|FIRE_PUNCH|STRENGTH|FLAMETHROWER,60,af1619ceb6982002,pokecrystal/data/pokemon/base_stats/geodude.asm
75,graveler,GRAVELER,1,55,95,115,35,45,45,ROCK,GROUND,5,4,120,134,NO_ITEM,EVERSTONE,0,112,GENDER_F50,127,15,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_MINERAL,EGG_MINERAL,10,10,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|DEFENSE_CURL|REST|ATTRACT|FIRE_PUNCH|STRENGTH|FLAMETHROWER,60,af1619ceb6982002,pokecrystal/data/pokemon/base_stats/graveler.asm
76,golem,GOLEM,1,80,110,130,45,55,65,ROCK,GROUND,5,4,45,177,NO_ITEM,EVERSTONE,0,112,GENDER_F50,127,15,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_MINERAL,EGG_MINERAL,10,10,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|DEFENSE_CURL|REST|ATTRACT|FIRE_PUNCH|FURY_CUTTER|STRENGTH|FLAMETHROWER,60,bf5619ceb6982102,pokecrystal/data/pokemon/base_stats/golem.asm
77,ponyta,PONYTA,1,50,85,55,90,65,65,FIRE,FIRE,9,9,190,152,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|SWIFT|REST|ATTRACT|FLAMETHROWER,60,2616598466180002,pokecrystal/data/pokemon/base_stats/ponyta.asm
78,rapidash,RAPIDASH,1,65,100,70,105,80,80,FIRE,FIRE,9,9,60,192,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|SWIFT|REST|ATTRACT|FLAMETHROWER,60,2656598466180002,pokecrystal/data/pokemon/base_stats/rapidash.asm
79,slowpoke,SLOWPOKE,1,90,65,65,15,40,40,WATER,PSYCHIC_TYPE,10,13,190,99,NO_ITEM,KINGS_ROCK,0,82,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_MONSTER,EGG_WATER_1,1,2,HEADBUTT|CURSE|TOXIC|ZAP_CANNON|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|EARTHQUAKE|RETURN|DIG|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|SWIFT|DREAM_EATER|REST|ATTRACT|NIGHTMARE|SURF|STRENGTH|FLASH|FLAMETHROWER|ICE_BEAM,60,66b75bfe661a720a,pokecrystal/data/pokemon/base_stats/slowpoke.asm
80,slowbro,SLOWBRO,1,95,75,110,30,100,80,WATER,PSYCHIC_TYPE,10,13,75,164,NO_ITEM,KINGS_ROCK,0,82,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_MONSTER,EGG_WATER_1,1,2,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|EARTHQUAKE|RETURN|DIG|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|FIRE_BLAST|SWIFT|DREAM_EATER|REST|ATTRACT|FURY_CUTTER|NIGHTMARE|SURF|STRENGTH|FLASH|FLAMETHROWER|ICE_BEAM,60,e7f75bfe671a730a,pokecrystal/data/pokemon/base_stats/slowbro.asm
81,magnemite,MAGNEMITE,1,25,35,70,45,95,55,ELECTRIC,STEEL,12,8,190,89,NO_ITEM,METAL_COAT,0,143,GENDER_UNKNOWN,255,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_MINERAL,EGG_MINERAL,10,10,CURSE|ROLLOUT|TOXIC|ZAP_CANNON|HIDDEN_POWER|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|THUNDER|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|REST|FLASH|THUNDERBOLT,60,6c121b8546084004,pokecrystal/data/pokemon/base_stats/magnemite.asm
82,magneton,MAGNETON,1,50,60,95,70,120,70,ELECTRIC,STEEL,12,8,60,161,NO_ITEM,METAL_COAT,0,143,GENDER_UNKNOWN,255,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_MINERAL,EGG_MINERAL,10,10,CURSE|ROLLOUT|TOXIC|ZAP_CANNON|HIDDEN_POWER|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|THUNDER|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|REST|FLASH|THUNDERBOLT,60,6c521b8546084004,pokecrystal/data/pokemon/base_stats/magneton.asm
83,farfetch_d,FARFETCH_D,1,52,65,55,60,58,62,NORMAL,FLYING,0,2,45,94,NO_ITEM,STICK,0,105,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_FLYING,EGG_GROUND,4,5,HEADBUTT|CURSE|TOXIC|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DETECT|REST|ATTRACT|THIEF|STEEL_WING|CUT|FLY,60,261759c4467c0c00,pokecrystal/data/pokemon/base_stats/farfetch_d.asm
84,doduo,DODUO,1,35,85,45,75,35,35,NORMAL,FLYING,0,2,190,96,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_FLYING,EGG_FLYING,4,4,CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|REST|ATTRACT|THIEF|STEEL_WING|FLY,60,241619c446780800,pokecrystal/data/pokemon/base_stats/doduo.asm
85,dodrio,DODRIO,1,60,110,70,100,60,60,NORMAL,FLYING,0,2,45,158,NO_ITEM,SHARP_BEAK,0,77,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_FLYING,EGG_FLYING,4,4,CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|REST|ATTRACT|THIEF|STEEL_WING|FLY,60,245619c446780800,pokecrystal/data/pokemon/base_stats/dodrio.asm
86,seel,SEEL,1,65,45,55,45,45,70,WATER,WATER,10,10,190,100,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_1,EGG_GROUND,2,5,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|REST|ATTRACT|SURF|WHIRLPOOL|WATERFALL|ICE_BEAM,60,26b21b8406189009,pokecrystal/data/pokemon/base_stats/seel.asm
87,dewgong,DEWGONG,1,90,70,80,70,70,95,WATER,ICE,10,14,75,176,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_1,EGG_GROUND,2,5,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|REST|ATTRACT|SURF|WHIRLPOOL|WATERFALL|ICE_BEAM,60,26f21b8406189009,pokecrystal/data/pokemon/base_stats/dewgong.asm
88,grimer,GRIMER,1,80,80,50,25,40,50,POISON,POISON,3,3,190,90,NO_ITEM,NUGGET,0,36,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_INDETERMINATE,EGG_INDETERMINATE,11,11,DYNAMICPUNCH|CURSE|TOXIC|ZAP_CANNON|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|THUNDER|RETURN|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|FIRE_BLAST|THUNDERPUNCH|REST|ATTRACT|THIEF|FIRE_PUNCH|FLAMETHROWER|THUNDERBOLT,60,65161dc52fb90006,pokecrystal/data/pokemon/base_stats/grimer.asm
89,muk,MUK,1,105,105,75,50,65,100,POISON,POISON,3,3,75,157,NO_ITEM,NUGGET,0,36,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_INDETERMINATE,EGG_INDETERMINATE,11,11,DYNAMICPUNCH|CURSE|TOXIC|ZAP_CANNON|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|THUNDER|RETURN|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|FIRE_BLAST|THUNDERPUNCH|REST|ATTRACT|THIEF|FIRE_PUNCH|FLAMETHROWER|THUNDERBOLT,60,65561dc52fb90006,pokecrystal/data/pokemon/base_stats/muk.asm
90,shellder,SHELLDER,1,30,65,100,40,45,25,WATER,WATER,10,10,190,97,PEARL,BIG_PEARL,110,111,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_WATER_3,EGG_WATER_3,9,9,CURSE|TOXIC|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|REST|ATTRACT|SURF|WHIRLPOOL|ICE_BEAM,60,24b21b8446189008,pokecrystal/data/pokemon/base_stats/shellder.asm
91,cloyster,CLOYSTER,1,50,95,180,70,85,45,WATER,ICE,10,14,60,203,PEARL,BIG_PEARL,110,111,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_WATER_3,EGG_WATER_3,9,9,CURSE|TOXIC|HIDDEN_POWER|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|REST|ATTRACT|SURF|WHIRLPOOL|ICE_BEAM,60,24f21b8446189008,pokecrystal/data/pokemon/base_stats/cloyster.asm
92,gastly,GASTLY,1,30,35,30,80,100,35,GHOST,POISON,7,3,190,95,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_INDETERMINATE,EGG_INDETERMINATE,11,11,CURSE|TOXIC|ZAP_CANNON|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|RAIN_DANCE|GIGA_DRAIN|ENDURE|FRUSTRATION|THUNDER|RETURN|PSYCHIC_M|SHADOW_BALL|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|DREAM_EATER|REST|ATTRACT|THIEF|NIGHTMARE|THUNDERBOLT,60,64171fb5063a0204,pokecrystal/data/pokemon/base_stats/gastly.asm
93,haunter,HAUNTER,1,45,50,45,95,115,55,GHOST,POISON,7,3,90,126,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_INDETERMINATE,EGG_INDETERMINATE,11,11,CURSE|TOXIC|ZAP_CANNON|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|RAIN_DANCE|GIGA_DRAIN|ENDURE|FRUSTRATION|THUNDER|RETURN|PSYCHIC_M|SHADOW_BALL|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|DREAM_EATER|REST|ATTRACT|THIEF|NIGHTMARE|THUNDERBOLT,60,64171fb5063a0204,pokecrystal/data/pokemon/base_stats/haunter.asm
94,gengar,GENGAR,1,60,65,60,110,130,75,GHOST,POISON,7,3,45,190,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_INDETERMINATE,EGG_INDETERMINATE,11,11,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|GIGA_DRAIN|ENDURE|FRUSTRATION|THUNDER|RETURN|PSYCHIC_M|SHADOW_BALL|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|THUNDERPUNCH|DREAM_EATER|REST|ATTRACT|THIEF|FIRE_PUNCH|NIGHTMARE|STRENGTH|THUNDERBOLT,60,e7571fb507bb2204,pokecrystal/data/pokemon/base_stats/gengar.asm
95,onix,ONIX,1,35,45,160,70,30,45,ROCK,GROUND,5,4,45,108,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,25,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_MINERAL,EGG_MINERAL,10,10,HEADBUTT|CURSE|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|REST|ATTRACT|STRENGTH,60,b61659ce16182000,pokecrystal/data/pokemon/base_stats/onix.asm
96,drowzee,DROWZEE,1,60,48,45,42,43,90,PSYCHIC_TYPE,PSYCHIC_TYPE,13,13,190,102,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_HUMANSHAPE,EGG_HUMANSHAPE,8,8,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ZAP_CANNON|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|PSYCHIC_M|SHADOW_BALL|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|THUNDERPUNCH|DREAM_EATER|REST|ATTRACT|FIRE_PUNCH|NIGHTMARE|FLASH,60,67171bb4079b4200,pokecrystal/data/pokemon/base_stats/drowzee.asm
97,hypno,HYPNO,1,85,73,70,67,73,115,PSYCHIC_TYPE,PSYCHIC_TYPE,13,13,75,165,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_HUMANSHAPE,EGG_HUMANSHAPE,8,8,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ZAP_CANNON|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|PSYCHIC_M|SHADOW_BALL|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|THUNDERPUNCH|DREAM_EATER|REST|ATTRACT|FIRE_PUNCH|NIGHTMARE|FLASH,60,67571bb4079b4200,pokecrystal/data/pokemon/base_stats/hypno.asm
98,krabby,KRABBY,1,30,105,90,50,25,25,WATER,WATER,10,10,225,115,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_3,EGG_WATER_3,9,9,CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|REST|ATTRACT|THIEF|FURY_CUTTER|CUT|SURF|STRENGTH|WHIRLPOOL|ICE_BEAM,60,a4b21bc40638b508,pokecrystal/data/pokemon/base_stats/krabby.asm
99,kingler,KINGLER,1,55,130,115,75,50,50,WATER,WATER,10,10,60,206,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_3,EGG_WATER_3,9,9,CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|REST|ATTRACT|THIEF|FURY_CUTTER|CUT|SURF|STRENGTH|WHIRLPOOL|ICE_BEAM,60,a4f21bc40638b508,pokecrystal/data/pokemon/base_stats/kingler.asm
100,voltorb,VOLTORB,1,40,30,50,100,55,55,ELECTRIC,ELECTRIC,12,12,190,103,NO_ITEM,NO_ITEM,0,0,GENDER_UNKNOWN,255,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_MINERAL,EGG_MINERAL,10,10,HEADBUTT|CURSE|ROLLOUT|TOXIC|ZAP_CANNON|HIDDEN_POWER|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|THUNDER|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|REST|FLASH|THUNDERBOLT,60,6e121b8546084004,pokecrystal/data/pokemon/base_stats/voltorb.asm
101,electrode,ELECTRODE,1,60,50,70,140,80,80,ELECTRIC,ELECTRIC,12,12,60,150,NO_ITEM,NO_ITEM,0,0,GENDER_UNKNOWN,255,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_MINERAL,EGG_MINERAL,10,10,HEADBUTT|CURSE|ROLLOUT|TOXIC|ZAP_CANNON|HIDDEN_POWER|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|THUNDER|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|REST|FLASH|THUNDERBOLT,60,6e521b8546084004,pokecrystal/data/pokemon/base_stats/electrode.asm
102,exeggcute,EXEGGCUTE,1,60,40,80,40,60,45,GRASS,PSYCHIC_TYPE,11,13,90,98,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_PLANT,EGG_PLANT,7,7,CURSE|ROLLOUT|TOXIC|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|PSYCHIC_M|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|DREAM_EATER|REST|ATTRACT|THIEF|NIGHTMARE|STRENGTH|FLASH,60,2c173d940e3a6200,pokecrystal/data/pokemon/base_stats/exeggcute.asm
103,exeggutor,EXEGGUTOR,1,95,95,85,55,125,65,GRASS,PSYCHIC_TYPE,11,13,45,212,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_PLANT,EGG_PLANT,7,7,HEADBUTT|CURSE|ROLLOUT|TOXIC|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|PSYCHIC_M|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|DREAM_EATER|REST|ATTRACT|THIEF|NIGHTMARE|STRENGTH|FLASH,60,2e573d940e3a6200,pokecrystal/data/pokemon/base_stats/exeggutor.asm
104,cubone,CUBONE,1,50,50,95,35,40,50,GROUND,GROUND,4,4,190,87,NO_ITEM,THICK_CLUB,0,118,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_MONSTER,EGG_MONSTER,1,1,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|ICY_WIND|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|THUNDERPUNCH|DETECT|REST|ATTRACT|THIEF|FIRE_PUNCH|STRENGTH|FLAMETHROWER|ICE_BEAM,60,a7b659ce36bd200a,pokecrystal/data/pokemon/base_stats/cubone.asm
105,marowak,MAROWAK,1,60,80,110,45,50,80,GROUND,GROUND,4,4,75,124,NO_ITEM,THICK_CLUB,0,118,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_MONSTER,EGG_MONSTER,1,1,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|THUNDERPUNCH|DETECT|REST|ATTRACT|THIEF|FIRE_PUNCH|STRENGTH|FLAMETHROWER|ICE_BEAM,60,a7f659ce36bd200a,pokecrystal/data/pokemon/base_stats/marowak.asm
106,hitmonlee,HITMONLEE,1,50,120,53,87,35,110,FIGHTING,FIGHTING,1,1,45,139,NO_ITEM,NO_ITEM,0,0,GENDER_F0,0,25,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_HUMANSHAPE,EGG_HUMANSHAPE,8,8,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DETECT|REST|ATTRACT|THIEF|STRENGTH,60,a71619c4463c2000,pokecrystal/data/pokemon/base_stats/hitmonlee.asm
107,hitmonchan,HITMONCHAN,1,50,105,79,76,35,110,FIGHTING,FIGHTING,1,1,45,140,NO_ITEM,NO_ITEM,0,0,GENDER_F0,0,25,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_HUMANSHAPE,EGG_HUMANSHAPE,8,8,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SWIFT|THUNDERPUNCH|DETECT|REST|ATTRACT|THIEF|FIRE_PUNCH|STRENGTH,60,a71619c447bd2000,pokecrystal/data/pokemon/base_stats/hitmonchan.asm
108,lickitung,LICKITUNG,1,90,55,75,30,60,75,NORMAL,NORMAL,0,0,45,127,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_MONSTER,EGG_MONSTER,1,1,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|EARTHQUAKE|RETURN|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|DEFENSE_CURL|THUNDERPUNCH|DREAM_EATER|REST|ATTRACT|THIEF|FIRE_PUNCH|NIGHTMARE|CUT|SURF|STRENGTH|FLAMETHROWER|THUNDERBOLT|ICE_BEAM,60,aff75be7b7bb360e,pokecrystal/data/pokemon/base_stats/lickitung.asm
109,koffing,KOFFING,1,40,65,95,35,60,45,POISON,POISON,3,3,190,114,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_INDETERMINATE,EGG_INDETERMINATE,11,11,CURSE|ROLLOUT|TOXIC|ZAP_CANNON|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|THUNDER|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|FIRE_BLAST|REST|ATTRACT|THIEF|FLAMETHROWER|THUNDERBOLT,60,6c1619852e380006,pokecrystal/data/pokemon/base_stats/koffing.asm
