national_dex,identifier,source_species_token,introduced_generation,hp,attack,defense,speed,sp_attack,sp_defense,type1_token,type2_token,type1_id,type2_id,catch_rate,base_exp,held_item_common,held_item_rare,gender_token,gender_threshold,hatch_cycles,friendship,growth_token,growth_id,egg_group1_token,egg_group2_token,egg_group1_id,egg_group2_id,tmhm_tokens,source_path
230,kingdra,KINGDRA,2,75,95,95,85,95,95,WATER,DRAGON,10,15,45,207,NO_ITEM,DRAGON_SCALE,GENDER_F50,127,20,70,GROWTH_MEDIUM_FAST,0,EGG_WATER_1,EGG_DRAGON,2,14,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|DRAGONBREATH|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|REST|ATTRACT|SURF|WHIRLPOOL|WATERFALL|ICE_BEAM,pokecrystal/data/pokemon/base_stats/kingdra.asm
231,phanpy,PHANPY,2,90,60,60,40,40,40,GROUND,GROUND,4,4,120,124,NO_ITEM,NO_ITEM,GENDER_F50,127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|ROLLOUT|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|DEFENSE_CURL|REST|ATTRACT|STRENGTH,pokecrystal/data/pokemon/base_stats/phanpy.asm
232,donphan,DONPHAN,2,90,120,120,50,60,60,GROUND,GROUND,4,4,60,189,NO_ITEM,NO_ITEM,GENDER_F50,127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|ROLLOUT|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|DEFENSE_CURL|REST|ATTRACT|STRENGTH,pokecrystal/data/pokemon/base_stats/donphan.asm
233,porygon2,PORYGON2,2,85,80,90,60,105,95,NORMAL,NORMAL,0,0,45,180,NO_ITEM,NO_ITEM,GENDER_UNKNOWN,255,20,70,GROWTH_MEDIUM_FAST,0,EGG_MINERAL,EGG_MINERAL,10,10,CURSE|TOXIC|ZAP_CANNON|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|RETURN|PSYCHIC_M|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DEFENSE_CURL|DREAM_EATER|REST|THIEF|NIGHTMARE|FLASH|THUNDERBOLT|ICE_BEAM,pokecrystal/data/pokemon/base_stats/porygon2.asm
234,stantler,STANTLER,2,73,95,62,85,85,65,NORMAL,NORMAL,0,0,45,165,NO_ITEM,NO_ITEM,GENDER_F50,127,20,70,GROWTH_SLOW,5,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|ROAR|TOXIC|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|PSYCHIC_M|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DREAM_EATER|DETECT|REST|ATTRACT|THIEF|NIGHTMARE|FLASH,pokecrystal/data/pokemon/base_stats/stantler.asm
235,smeargle,SMEARGLE,2,55,20,35,75,20,45,NORMAL,NORMAL,0,0,45,106,NO_ITEM,NO_ITEM,GENDER_F50,127,20,70,GROWTH_FAST,4,EGG_GROUND,EGG_GROUND,5,5,; end,pokecrystal/data/pokemon/base_stats/smeargle.asm
236,tyrogue,TYROGUE,2,35,35,35,35,35,35,FIGHTING,FIGHTING,1,1,75,91,NO_ITEM,NO_ITEM,GENDER_F0,0,25,70,GROWTH_MEDIUM_FAST,0,EGG_NONE,EGG_NONE,15,15,HEADBUTT|CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DETECT|REST|ATTRACT|THIEF|STRENGTH,pokecrystal/data/pokemon/base_stats/tyrogue.asm
237,hitmontop,HITMONTOP,2,50,95,95,70,35,110,FIGHTING,FIGHTING,1,1,45,138,NO_ITEM,NO_ITEM,GENDER_F0,0,25,70,GROWTH_MEDIUM_FAST,0,EGG_HUMANSHAPE,EGG_HUMANSHAPE,8,8,HEADBUTT|CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DETECT|REST|ATTRACT|THIEF|STRENGTH,pokecrystal/data/pokemon/base_stats/hitmontop.asm
238,smoochum,SMOOCHUM,2,45,30,15,65,85,65,ICE,PSYCHIC_TYPE,14,13,45,87,ICE_BERRY,ICE_BERRY,GENDER_F100,254,25,70,GROWTH_MEDIUM_FAST,0,EGG_NONE,EGG_NONE,15,15,DYNAMICPUNCH|CURSE|TOXIC|PSYCH_UP|HIDDEN_POWER|SWEET_SCENT|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|DREAM_EATER|REST|ATTRACT|THIEF|NIGHTMARE|ICE_BEAM,pokecrystal/data/pokemon/base_stats/smoochum.asm
239,elekid,ELEKID,2,45,63,37,95,65,55,ELECTRIC,ELECTRIC,12,12,45,106,NO_ITEM,NO_ITEM,GENDER_F25,63,25,70,GROWTH_MEDIUM_FAST,0,EGG_NONE,EGG_NONE,15,15,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ZAP_CANNON|HIDDEN_POWER|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|THUNDER|RETURN|PSYCHIC_M|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SWIFT|THUNDERPUNCH|DETECT|REST|ATTRACT|THIEF|FIRE_PUNCH|FLASH|THUNDERBOLT,pokecrystal/data/pokemon/base_stats/elekid.asm
240,magby,MAGBY,2,45,75,37,83,70,55,FIRE,FIRE,9,9,45,117,BURNT_BERRY,BURNT_BERRY,GENDER_F25,63,25,70,GROWTH_MEDIUM_FAST,0,EGG_NONE,EGG_NONE,15,15,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|PSYCHIC_M|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|THUNDERPUNCH|DETECT|REST|ATTRACT|THIEF|FIRE_PUNCH|FLAMETHROWER,pokecrystal/data/pokemon/base_stats/magby.asm
241,miltank,MILTANK,2,95,80,105,100,40,70,NORMAL,NORMAL,0,0,45,200,MOOMOO_MILK,MOOMOO_MILK,GENDER_F100,254,20,70,GROWTH_SLOW,5,EGG_GROUND,EGG_GROUND,5,5,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|EARTHQUAKE|RETURN|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SANDSTORM|DEFENSE_CURL|THUNDERPUNCH|REST|ATTRACT|FIRE_PUNCH|SURF|STRENGTH|THUNDERBOLT|ICE_BEAM,pokecrystal/data/pokemon/base_stats/miltank.asm
242,blissey,BLISSEY,2,255,10,10,55,75,135,NORMAL,NORMAL,0,0,30,255,NO_ITEM,LUCKY_EGG,GENDER_F100,254,40,70,GROWTH_FAST,4,EGG_FAIRY,EGG_FAIRY,6,6,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|SOLARBEAM|THUNDER|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|DEFENSE_CURL|DREAM_EATER|REST|ATTRACT|STRENGTH|FLASH|FLAMETHROWER|THUNDERBOLT|ICE_BEAM,pokecrystal/data/pokemon/base_stats/blissey.asm
243,raikou,RAIKOU,2,90,85,75,115,115,100,ELECTRIC,ELECTRIC,12,12,3,216,NO_ITEM,NO_ITEM,GENDER_UNKNOWN,255,80,70,GROWTH_SLOW,5,EGG_NONE,EGG_NONE,15,15,HEADBUTT|CURSE|ROAR|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|SWIFT|DETECT|REST|CUT|STRENGTH|FLASH|THUNDERBOLT,pokecrystal/data/pokemon/base_stats/raikou.asm
244,entei,ENTEI,2,115,115,85,100,90,75,FIRE,FIRE,9,9,3,217,NO_ITEM,NO_ITEM,GENDER_UNKNOWN,255,80,70,GROWTH_SLOW,5,EGG_NONE,EGG_NONE,15,15,HEADBUTT|CURSE|ROAR|TOXIC|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|SOLARBEAM|IRON_TAIL|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|SWIFT|DETECT|REST|CUT|STRENGTH|FLASH|FLAMETHROWER,pokecrystal/data/pokemon/base_stats/entei.asm
245,suicune,SUICUNE,2,100,75,115,85,90,115,WATER,WATER,10,10,3,215,NO_ITEM,NO_ITEM,GENDER_UNKNOWN,255,80,70,GROWTH_SLOW,5,EGG_NONE,EGG_NONE,15,15,HEADBUTT|CURSE|ROAR|TOXIC|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|SWIFT|DETECT|REST|CUT|SURF|WHIRLPOOL|WATERFALL|ICE_BEAM,pokecrystal/data/pokemon/base_stats/suicune.asm
246,larvitar,LARVITAR,2,50,64,50,41,45,50,ROCK,GROUND,5,4,45,67,NO_ITEM,NO_ITEM,GENDER_F50,127,40,70,GROWTH_SLOW,5,EGG_MONSTER,EGG_MONSTER,1,1,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|DETECT|REST|ATTRACT,pokecrystal/data/pokemon/base_stats/larvitar.asm
247,pupitar,PUPITAR,2,70,84,70,51,65,70,ROCK,GROUND,5,4,45,144,NO_ITEM,NO_ITEM,GENDER_F50,127,40,70,GROWTH_SLOW,5,EGG_MONSTER,EGG_MONSTER,1,1,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|DETECT|REST|ATTRACT,pokecrystal/data/pokemon/base_stats/pupitar.asm
248,tyranitar,TYRANITAR,2,100,134,110,61,95,100,ROCK,DARK,5,16,45,218,NO_ITEM,NO_ITEM,GENDER_F50,127,40,70,GROWTH_SLOW,5,EGG_MONSTER,EGG_MONSTER,1,1,DYNAMICPUNCH|HEADBUTT|CURSE|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|DRAGONBREATH|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|DETECT|REST|ATTRACT|FIRE_PUNCH|FURY_CUTTER|NIGHTMARE|CUT|SURF|STRENGTH|FLAMETHROWER|THUNDERBOLT|ICE_BEAM,pokecrystal/data/pokemon/base_stats/tyranitar.asm
249,lugia,LUGIA,2,106,90,130,110,90,154,PSYCHIC_TYPE,FLYING,13,2,3,220,NO_ITEM,NO_ITEM,GENDER_UNKNOWN,255,120,70,GROWTH_SLOW,5,EGG_NONE,EGG_NONE,15,15,HEADBUTT|CURSE|ROAR|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|GIGA_DRAIN|ENDURE|FRUSTRATION|IRON_TAIL|DRAGONBREATH|THUNDER|EARTHQUAKE|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|SWIFT|DREAM_EATER|DETECT|REST|STEEL_WING|NIGHTMARE|FLY|SURF|STRENGTH|WHIRLPOOL|WATERFALL|THUNDERBOLT|ICE_BEAM,pokecrystal/data/pokemon/base_stats/lugia.asm
250,ho_oh,HO_OH,2,106,130,90,90,110,154,FIRE,FLYING,9,2,3,220,SACRED_ASH,SACRED_ASH,GENDER_UNKNOWN,255,120,70,GROWTH_SLOW,5,EGG_NONE,EGG_NONE,15,15,CURSE|ROAR|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|DRAGONBREATH|THUNDER|EARTHQUAKE|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|SWIFT|DREAM_EATER|DETECT|REST|STEEL_WING|NIGHTMARE|FLY|STRENGTH|FLASH|FLAMETHROWER|THUNDERBOLT,pokecrystal/data/pokemon/base_stats/ho_oh.asm
251,celebi,CELEBI,2,100,100,100,100,100,100,PSYCHIC_TYPE,GRASS,13,11,45,64,NO_ITEM,MIRACLEBERRY,GENDER_UNKNOWN,255,120,70,GROWTH_MEDIUM_SLOW,3,EGG_NONE,EGG_NONE,15,15,CURSE|TOXIC|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|SWIFT|DEFENSE_CURL|DREAM_EATER|DETECT|REST|NIGHTMARE|FLASH,pokecrystal/data/pokemon/base_stats/celebi.asm
