slot_index_zero_based,lookup_species_byte_hex,slot_kind,national_dex_number,original_gs_korean,latest_official_korean,final_korean,name_changed,change_reason,verification_status,official_source,official_index_source,source_accessed_date,encoded_length_bytes,encoded_hex,fixed_slot_capacity_bytes,fits_fixed_slot,bank_hex,cpu_address_hex,file_offset_hex,original_raw_hex
161,0xA2,NATIONAL_DEX_SPECIES,162,다꼬리,다꼬리,다꼬리,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/234,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,02 d9 01 ef 04 3e,10,True,0x6C,0x5294,0x1B1294,02 d9 01 ef 04 3e
162,0xA3,NATIONAL_DEX_SPECIES,163,부우부,부우부,부우부,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/235,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,05 2e 07 4c 05 2e,10,True,0x6C,0x529E,0x1B129E,05 2e 07 4c 05 2e
163,0xA4,NATIONAL_DEX_SPECIES,164,야부엉,야부엉,야부엉,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/236,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,06 df 05 2e 06 fb,10,True,0x6C,0x52A8,0x1B12A8,06 df 05 2e 06 fb
164,0xA5,NATIONAL_DEX_SPECIES,165,레디바,레디바,레디바,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/237,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,03 e9 03 60 04 d9,10,True,0x6C,0x52B2,0x1B12B2,03 e9 03 60 04 d9
165,0xA6,NATIONAL_DEX_SPECIES,166,레디안,레디안,레디안,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/238,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,03 e9 03 60 06 c8,10,True,0x6C,0x52BC,0x1B12BC,03 e9 03 60 06 c8
166,0xA7,NATIONAL_DEX_SPECIES,167,페이검,페이검,페이검,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/239,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,0a 14 07 9c 01 2b,10,True,0x6C,0x52C6,0x1B12C6,0a 14 07 9c 01 2b
167,0xA8,NATIONAL_DEX_SPECIES,168,아리아도스,아리아도스,아리아도스,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/240,https://pokemonkorea.co.kr/pokedex,2026-09-10,10,06 c6 04 3e 06 c6 03 15 06 4a,10,True,0x6C,0x52D0,0x1B12D0,06 c6 04 3e 06 c6 03 15 06 4a
168,0xA9,NATIONAL_DEX_SPECIES,169,크로뱃,크로뱃,크로뱃,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/241,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,09 79 03 fe 04 ee,10,True,0x6C,0x52DA,0x1B12DA,09 79 03 fe 04 ee
169,0xAA,NATIONAL_DEX_SPECIES,170,초라기,초라기,초라기,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/242,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,08 ca 03 c3 01 b2,10,True,0x6C,0x52E4,0x1B12E4,08 ca 03 c3 01 b2
170,0xAB,NATIONAL_DEX_SPECIES,171,랜턴,랜턴,랜턴,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/243,https://pokemonkorea.co.kr/pokedex,2026-09-10,4,03 d3 09 9f,10,True,0x6C,0x52EE,0x1B12EE,03 d3 09 9f
171,0xAC,NATIONAL_DEX_SPECIES,172,피츄,피츄,피츄,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/244,https://pokemonkorea.co.kr/pokedex,2026-09-10,4,0a 67 08 f2,10,True,0x6C,0x52F8,0x1B12F8,0a 67 08 f2
172,0xAD,NATIONAL_DEX_SPECIES,173,삐,삐,삐,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/245,https://pokemonkorea.co.kr/pokedex,2026-09-10,2,05 af,10,True,0x6C,0x5302,0x1B1302,05 af
173,0xAE,NATIONAL_DEX_SPECIES,174,푸푸린,푸푸린,푸푸린,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/246,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,0a 3a 0a 3a 04 40,10,True,0x6C,0x530C,0x1B130C,0a 3a 0a 3a 04 40
174,0xAF,NATIONAL_DEX_SPECIES,175,토게피,토게피,토게피,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/247,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,09 b4 01 34 0a 67,10,True,0x6C,0x5316,0x1B1316,09 b4 01 34 0a 67
175,0xB0,NATIONAL_DEX_SPECIES,176,토게틱,토게틱,토게틱,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/248,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,09 b4 01 34 09 ed,10,True,0x6C,0x5320,0x1B1320,09 b4 01 34 09 ed
176,0xB1,NATIONAL_DEX_SPECIES,177,네이티,네이티,네이티,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/249,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,02 77 07 9c 09 ec,10,True,0x6C,0x532A,0x1B132A,02 77 07 9c 09 ec
177,0xB2,NATIONAL_DEX_SPECIES,178,네이티오,네이티오,네이티오,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/250,https://pokemonkorea.co.kr/pokedex,2026-09-10,8,02 77 07 9c 09 ec 07 20,10,True,0x6C,0x5334,0x1B1334,02 77 07 9c 09 ec 07 20
178,0xB3,NATIONAL_DEX_SPECIES,179,메리프,메리프,메리프,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/251,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,04 7e 04 3e 0a 61,10,True,0x6C,0x533E,0x1B133E,04 7e 04 3e 0a 61
179,0xB4,NATIONAL_DEX_SPECIES,180,보송송,보송송,보송송,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/252,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,05 18 06 0b 06 0b,10,True,0x6C,0x5348,0x1B1348,05 18 06 0b 06 0b
180,0xB5,NATIONAL_DEX_SPECIES,181,전룡,전룡,전룡,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/253,https://pokemonkorea.co.kr/pokedex,2026-09-10,4,07 cc 04 16,10,True,0x6C,0x5352,0x1B1352,07 cc 04 16
181,0xB6,NATIONAL_DEX_SPECIES,182,아르코,아르코,아르코,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/255,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,06 c6 04 33 09 3a,10,True,0x6C,0x535C,0x1B135C,06 c6 04 33 09 3a
182,0xB7,NATIONAL_DEX_SPECIES,183,마릴,마릴,마릴,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/256,https://pokemonkorea.co.kr/pokedex,2026-09-10,4,04 46 04 41,10,True,0x6C,0x5366,0x1B1366,04 46 04 41
183,0xB8,NATIONAL_DEX_SPECIES,184,마릴리,마릴리,마릴리,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/257,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,04 46 04 41 04 3e,10,True,0x6C,0x5370,0x1B1370,04 46 04 41 04 3e
184,0xB9,NATIONAL_DEX_SPECIES,185,꼬지모,꼬지모,꼬지모,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/258,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,01 ef 08 26 04 90,10,True,0x6C,0x537A,0x1B137A,01 ef 08 26 04 90
185,0xBA,NATIONAL_DEX_SPECIES,186,왕구리,왕구리,왕구리,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/259,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,07 35 01 88 04 3e,10,True,0x6C,0x5384,0x1B1384,07 35 01 88 04 3e
186,0xBB,NATIONAL_DEX_SPECIES,187,통통코,통통코,통통코,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/260,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,09 bb 09 bb 09 3a,10,True,0x6C,0x538E,0x1B138E,09 bb 09 bb 09 3a
187,0xBC,NATIONAL_DEX_SPECIES,188,두코,두코,두코,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/261,https://pokemonkorea.co.kr/pokedex,2026-09-10,4,03 2e 09 3a,10,True,0x6C,0x5398,0x1B1398,03 2e 09 3a
188,0xBD,NATIONAL_DEX_SPECIES,189,솜솜코,솜솜코,솜솜코,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/262,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,06 08 06 08 09 3a,10,True,0x6C,0x53A2,0x1B13A2,06 08 06 08 09 3a
189,0xBE,NATIONAL_DEX_SPECIES,190,에이팜,에이팜,에이팜,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/263,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,07 01 07 9c 09 fa,10,True,0x6C,0x53AC,0x1B13AC,07 01 07 9c 09 fa
190,0xBF,NATIONAL_DEX_SPECIES,191,해너츠,해너츠,해너츠,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/264,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,0a 78 02 6a 08 f7,10,True,0x6C,0x53B6,0x1B13B6,0a 78 02 6a 08 f7
191,0xC0,NATIONAL_DEX_SPECIES,192,해루미,해루미,해루미,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/265,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,0a 78 04 17 04 cc,10,True,0x6C,0x53C0,0x1B13C0,0a 78 04 17 04 cc
192,0xC1,NATIONAL_DEX_SPECIES,193,왕자리,왕자리,왕자리,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/266,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,07 35 07 aa 04 3e,10,True,0x6C,0x53CA,0x1B13CA,07 35 07 aa 04 3e
193,0xC2,NATIONAL_DEX_SPECIES,194,우파,우파,우파,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/267,https://pokemonkorea.co.kr/pokedex,2026-09-10,4,07 4c 09 f4,10,True,0x6C,0x53D4,0x1B13D4,07 4c 09 f4
194,0xC3,NATIONAL_DEX_SPECIES,195,누오,누오,누오,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/269,https://pokemonkorea.co.kr/pokedex,2026-09-10,4,02 a9 07 20,10,True,0x6C,0x53DE,0x1B13DE,02 a9 07 20
195,0xC4,NATIONAL_DEX_SPECIES,196,에브이,에브이,에브이,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/270,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,07 01 05 4a 07 9c,10,True,0x6C,0x53E8,0x1B13E8,07 01 05 4a 07 9c
196,0xC5,NATIONAL_DEX_SPECIES,197,블래키,블래키,블래키,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/271,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,05 4d 03 d1 09 80,10,True,0x6C,0x53F2,0x1B13F2,05 4d 03 d1 09 80
197,0xC6,NATIONAL_DEX_SPECIES,198,니로우,니로우,니로우,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/272,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,02 cf 03 fe 07 4c,10,True,0x6C,0x53FC,0x1B13FC,02 cf 03 fe 07 4c
198,0xC7,NATIONAL_DEX_SPECIES,199,야도킹,야도킹,야도킹,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/273,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,06 df 03 15 09 87,10,True,0x6C,0x5406,0x1B1406,06 df 03 15 09 87
199,0xC8,NATIONAL_DEX_SPECIES,200,무우마,무우마,무우마,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/275,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,04 ab 07 4c 04 46,10,True,0x6C,0x5410,0x1B1410,04 ab 07 4c 04 46
200,0xC9,NATIONAL_DEX_SPECIES,201,안농,안농,안농,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/276,https://pokemonkorea.co.kr/pokedex,2026-09-10,4,06 c8 02 93,10,True,0x6C,0x541A,0x1B141A,06 c8 02 93
201,0xCA,NATIONAL_DEX_SPECIES,202,마자용,마자용,마자용,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/277,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,04 46 07 aa 07 4b,10,True,0x6C,0x5424,0x1B1424,04 46 07 aa 07 4b
202,0xCB,NATIONAL_DEX_SPECIES,203,키링키,키링키,키링키,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/278,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,09 80 04 45 09 80,10,True,0x6C,0x542E,0x1B142E,09 80 04 45 09 80
203,0xCC,NATIONAL_DEX_SPECIES,204,피콘,피콘,피콘,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/279,https://pokemonkorea.co.kr/pokedex,2026-09-10,4,0a 67 09 3c,10,True,0x6C,0x5438,0x1B1438,0a 67 09 3c
204,0xCD,NATIONAL_DEX_SPECIES,205,쏘콘,쏘콘,쏘콘,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/280,https://pokemonkorea.co.kr/pokedex,2026-09-10,4,06 8e 09 3c,10,True,0x6C,0x5442,0x1B1442,06 8e 09 3c
205,0xCE,NATIONAL_DEX_SPECIES,206,노고치,노고치,노고치,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/281,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,02 8b 01 4d 09 01,10,True,0x6C,0x544C,0x1B144C,02 8b 01 4d 09 01
206,0xCF,NATIONAL_DEX_SPECIES,207,글라이거,글라이거,글라이거,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/282,https://pokemonkorea.co.kr/pokedex,2026-09-10,8,01 ab 03 c3 07 9c 01 25,10,True,0x6C,0x5456,0x1B1456,01 ab 03 c3 07 9c 01 25
207,0xD0,NATIONAL_DEX_SPECIES,208,강철톤,강철톤,강철톤,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/283,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,01 0d 08 b6 09 b6,10,True,0x6C,0x5460,0x1B1460,01 0d 08 b6 09 b6
208,0xD1,NATIONAL_DEX_SPECIES,209,블루,블루,블루,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/285,https://pokemonkorea.co.kr/pokedex,2026-09-10,4,05 4d 04 17,10,True,0x6C,0x546A,0x1B146A,05 4d 04 17
209,0xD2,NATIONAL_DEX_SPECIES,210,그랑블루,그랑블루,그랑블루,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/286,https://pokemonkorea.co.kr/pokedex,2026-09-10,8,01 a7 03 cb 05 4d 04 17,10,True,0x6C,0x5474,0x1B1474,01 a7 03 cb 05 4d 04 17
210,0xD3,NATIONAL_DEX_SPECIES,211,침바루,침바루,침바루,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/287,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,09 07 04 d9 04 17,10,True,0x6C,0x547E,0x1B147E,09 07 04 d9 04 17
211,0xD4,NATIONAL_DEX_SPECIES,212,핫삼,핫삼,핫삼,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/289,https://pokemonkorea.co.kr/pokedex,2026-09-10,4,0a 76 05 bf,10,True,0x6C,0x5488,0x1B1488,0a 76 05 bf
212,0xD5,NATIONAL_DEX_SPECIES,213,단단지,단단지,단단지,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/291,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,02 dc 02 dc 08 26,10,True,0x6C,0x5492,0x1B1492,02 dc 02 dc 08 26
213,0xD6,NATIONAL_DEX_SPECIES,214,헤라크로스,헤라크로스,헤라크로스,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/292,https://pokemonkorea.co.kr/pokedex,2026-09-10,10,0a 8c 03 c3 09 79 03 fe 06 4a,10,True,0x6C,0x549C,0x1B149C,0a 8c 03 c3 09 79 03 fe 06 4a
214,0xD7,NATIONAL_DEX_SPECIES,215,포푸니,포푸니,포푸니,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/294,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,0a 27 0a 3a 02 cf,10,True,0x6C,0x54A6,0x1B14A6,0a 27 0a 3a 02 cf
215,0xD8,NATIONAL_DEX_SPECIES,216,깜지곰,깜지곰,깜지곰,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/296,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,01 c4 08 26 01 65,10,True,0x6C,0x54B0,0x1B14B0,01 c4 08 26 01 65
216,0xD9,NATIONAL_DEX_SPECIES,217,링곰,링곰,링곰,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/297,https://pokemonkorea.co.kr/pokedex,2026-09-10,4,04 45 01 65,10,True,0x6C,0x54BA,0x1B14BA,04 45 01 65
217,0xDA,NATIONAL_DEX_SPECIES,218,마그마그,마그마그,마그마그,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/298,https://pokemonkorea.co.kr/pokedex,2026-09-10,8,04 46 01 a7 04 46 01 a7,10,True,0x6C,0x54C4,0x1B14C4,04 46 01 a7 04 46 01 a7
218,0xDB,NATIONAL_DEX_SPECIES,219,마그카르고,마그카르고,마그카르고,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/299,https://pokemonkorea.co.kr/pokedex,2026-09-10,10,04 46 01 a7 09 0b 04 33 01 4d,10,True,0x6C,0x54CE,0x1B14CE,04 46 01 a7 09 0b 04 33 01 4d
219,0xDC,NATIONAL_DEX_SPECIES,220,꾸꾸리,꾸꾸리,꾸꾸리,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/300,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,02 09 02 09 04 3e,10,True,0x6C,0x54D8,0x1B14D8,02 09 02 09 04 3e
220,0xDD,NATIONAL_DEX_SPECIES,221,메꾸리,메꾸리,메꾸리,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/301,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,04 7e 02 09 04 3e,10,True,0x6C,0x54E2,0x1B14E2,04 7e 02 09 04 3e
221,0xDE,NATIONAL_DEX_SPECIES,222,코산호,코산호,코산호,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/302,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,09 3a 05 ba 0a a3,10,True,0x6C,0x54EC,0x1B14EC,09 3a 05 ba 0a a3
222,0xDF,NATIONAL_DEX_SPECIES,223,총어,총어,총어,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/304,https://pokemonkorea.co.kr/pokedex,2026-09-10,4,08 d1 06 ee,10,True,0x6C,0x54F6,0x1B14F6,08 d1 06 ee
223,0xE0,NATIONAL_DEX_SPECIES,224,대포무노,대포무노,대포무노,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/305,https://pokemonkorea.co.kr/pokedex,2026-09-10,8,02 eb 0a 27 04 ab 02 8b,10,True,0x6C,0x5500,0x1B1500,02 eb 0a 27 04 ab 02 8b
224,0xE1,NATIONAL_DEX_SPECIES,225,딜리버드,딜리버드,딜리버드,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/306,https://pokemonkorea.co.kr/pokedex,2026-09-10,8,03 64 04 3e 04 f6 03 45,10,True,0x6C,0x550A,0x1B150A,03 64 04 3e 04 f6 03 45
225,0xE2,NATIONAL_DEX_SPECIES,226,만타인,만타인,만타인,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/307,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,04 48 09 88 07 9e,10,True,0x6C,0x5514,0x1B1514,04 48 09 88 07 9e
226,0xE3,NATIONAL_DEX_SPECIES,227,무장조,무장조,무장조,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/308,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,04 ab 07 b5 07 e6,10,True,0x6C,0x551E,0x1B151E,04 ab 07 b5 07 e6
227,0xE4,NATIONAL_DEX_SPECIES,228,델빌,델빌,델빌,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/310,https://pokemonkorea.co.kr/pokedex,2026-09-10,4,03 08 05 64,10,True,0x6C,0x5528,0x1B1528,03 08 05 64
228,0xE5,NATIONAL_DEX_SPECIES,229,헬가,헬가,헬가,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/311,https://pokemonkorea.co.kr/pokedex,2026-09-10,4,0a 8f 01 01,10,True,0x6C,0x5532,0x1B1532,0a 8f 01 01
229,0xE6,NATIONAL_DEX_SPECIES,230,킹드라,킹드라,킹드라,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/313,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,09 87 03 45 03 c3,10,True,0x6C,0x553C,0x1B153C,09 87 03 45 03 c3
230,0xE7,NATIONAL_DEX_SPECIES,231,코코리,코코리,코코리,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/314,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,09 3a 09 3a 04 3e,10,True,0x6C,0x5546,0x1B1546,09 3a 09 3a 04 3e
231,0xE8,NATIONAL_DEX_SPECIES,232,코리갑,코리갑,코리갑,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/315,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,09 3a 04 3e 01 09,10,True,0x6C,0x5550,0x1B1550,09 3a 04 3e 01 09
232,0xE9,NATIONAL_DEX_SPECIES,233,폴리곤2,폴리곤2,폴리곤2,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/316,https://pokemonkorea.co.kr/pokedex,2026-09-10,7,0a 2a 04 3e 01 4f f8,10,True,0x6C,0x555A,0x1B155A,0a 2a 04 3e 01 4f f8
233,0xEA,NATIONAL_DEX_SPECIES,234,노라키,노라키,노라키,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/317,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,02 8b 03 c3 09 80,10,True,0x6C,0x5564,0x1B1564,02 8b 03 c3 09 80
234,0xEB,NATIONAL_DEX_SPECIES,235,루브도,루브도,루브도,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/318,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,04 17 05 4a 03 15,10,True,0x6C,0x556E,0x1B156E,04 17 05 4a 03 15
235,0xEC,NATIONAL_DEX_SPECIES,236,배루키,배루키,배루키,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/319,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,04 e8 04 17 09 80,10,True,0x6C,0x5578,0x1B1578,04 e8 04 17 09 80
236,0xED,NATIONAL_DEX_SPECIES,237,카포에라,카포에라,카포에라,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/320,https://pokemonkorea.co.kr/pokedex,2026-09-10,8,09 0b 0a 27 07 01 03 c3,10,True,0x6C,0x5582,0x1B1582,09 0b 0a 27 07 01 03 c3
237,0xEE,NATIONAL_DEX_SPECIES,238,뽀뽀라,뽀뽀라,뽀뽀라,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/321,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,05 97 05 97 03 c3,10,True,0x6C,0x558C,0x1B158C,05 97 05 97 03 c3
238,0xEF,NATIONAL_DEX_SPECIES,239,에레키드,에레키드,에레키드,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/322,https://pokemonkorea.co.kr/pokedex,2026-09-10,8,07 01 03 e9 09 80 03 45,10,True,0x6C,0x5596,0x1B1596,07 01 03 e9 09 80 03 45
239,0xF0,NATIONAL_DEX_SPECIES,240,마그비,마그비,마그비,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/323,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,04 46 01 a7 05 61,10,True,0x6C,0x55A0,0x1B15A0,04 46 01 a7 05 61
240,0xF1,NATIONAL_DEX_SPECIES,241,밀탱크,밀탱크,밀탱크,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/324,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,04 d0 09 9a 09 79,10,True,0x6C,0x55AA,0x1B15AA,04 d0 09 9a 09 79
241,0xF2,NATIONAL_DEX_SPECIES,242,해피너스,해피너스,해피너스,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/325,https://pokemonkorea.co.kr/pokedex,2026-09-10,8,0a 78 0a 67 02 6a 06 4a,10,True,0x6C,0x55B4,0x1B15B4,0a 78 0a 67 02 6a 06 4a
242,0xF3,NATIONAL_DEX_SPECIES,243,라이코,라이코,라이코,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/326,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,03 c3 07 9c 09 3a,10,True,0x6C,0x55BE,0x1B15BE,03 c3 07 9c 09 3a
243,0xF4,NATIONAL_DEX_SPECIES,244,앤테이,앤테이,앤테이,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/327,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,06 d8 09 a7 07 9c,10,True,0x6C,0x55C8,0x1B15C8,06 d8 09 a7 07 9c
